Device Type,GENEActiv
Device Model,1.2
Device Unique Serial Code,DEMO_GA_001
Subject Code,DEMO-001
Start Time,2000-01-01 00:00:00
Measurement Frequency,60 Hz

timestamp,x,y,z,light,button,temperature
2000-01-01 00:55:00,8,58,7,0,0,25.0
2000-01-01 00:56:00,17,35,4,0,0,25.0
2000-01-01 00:57:00,13,32,0,0,0,25.0
2000-01-01 00:58:00,18,49,0,0,0,25.0
2000-01-01 00:59:00,13,50,2,0,0,25.0
2000-01-01 01:00:00,8,40,12,0,0,25.0
2000-01-01 01:01:00,13,34,14,0,0,25.0
2000-01-01 01:02:00,8,19,6,0,0,25.0
2000-01-01 01:03:00,11,39,5,0,0,25.0
2000-01-01 01:04:00,19,58,6,0,0,25.0
2000-01-01 01:05:00,4,21,13,0,0,25.0
2000-01-01 01:06:00,18,48,6,0,0,25.0
2000-01-01 01:07:00,12,31,1,0,0,25.0
2000-01-01 01:08:00,13,46,6,0,0,25.0
2000-01-01 01:09:00,16,45,22,0,0,25.0
2000-01-01 01:10:00,10,38,4,0,0,25.0
2000-01-01 01:11:00,8,15,5,0,0,25.0
2000-01-01 01:12:00,11,25,7,0,0,25.0
2000-01-01 01:13:00,7,35,7,0,0,25.0
2000-01-01 01:14:00,3,9,4,0,0,25.0
2000-01-01 01:15:00,7,22,7,0,0,25.0
2000-01-01 01:16:00,10,18,8,0,0,25.0
2000-01-01 01:17:00,10,33,13,0,0,25.0
2000-01-01 01:18:00,11,43,2,0,0,25.0
2000-01-01 01:19:00,9,25,1,0,0,25.0
2000-01-01 01:20:00,29,112,0,0,0,25.0
2000-01-01 01:21:00,19,55,30,0,0,25.0
2000-01-01 01:22:00,13,42,15,0,0,25.0
2000-01-01 01:23:00,3,15,1,0,0,25.0
2000-01-01 01:24:00,23,41,15,0,0,25.0
2000-01-01 01:25:00,4,21,15,0,0,25.0
2000-01-01 01:26:00,3,9,4,0,0,25.0
2000-01-01 01:27:00,14,33,1,0,0,25.0
2000-01-01 01:28:00,22,61,20,0,0,25.0
2000-01-01 01:29:00,30,64,10,0,0,25.0
2000-01-01 01:30:00,7,17,5,0,0,25.0
2000-01-01 01:31:00,7,23,2,0,0,25.0
2000-01-01 01:32:00,6,13,6,0,0,25.0
2000-01-01 01:33:00,5,17,5,0,0,25.0
2000-01-01 01:34:00,17,47,21,0,0,25.0
2000-01-01 01:35:00,13,49,5,0,0,25.0
2000-01-01 01:36:00,26,52,13,0,0,25.0
2000-01-01 01:37:00,9,25,4,0,0,25.0
2000-01-01 01:38:00,7,25,7,0,0,25.0
2000-01-01 01:39:00,8,30,1,0,0,25.0
2000-01-01 01:40:00,11,32,8,0,0,25.0
2000-01-01 01:41:00,4,22,9,0,0,25.0
2000-01-01 01:42:00,7,27,5,0,0,25.0
2000-01-01 01:43:00,9,35,9,0,0,25.0
2000-01-01 01:44:00,8,34,6,0,0,25.0
2000-01-01 01:45:00,13,35,12,0,0,25.0
2000-01-01 01:46:00,13,60,7,0,0,25.0
2000-01-01 01:47:00,5,23,15,0,0,25.0
2000-01-01 01:48:00,8,22,2,0,0,25.0
2000-01-01 01:49:00,6,29,2,0,0,25.0
2000-01-01 01:50:00,3,19,4,0,0,25.0
2000-01-01 01:51:00,7,21,5,0,0,25.0
2000-01-01 01:52:00,12,57,5,0,0,25.0
2000-01-01 01:53:00,16,29,11,0,0,25.0
2000-01-01 01:54:00,12,32,12,0,0,25.0
2000-01-01 01:55:00,3,21,8,0,0,25.0
2000-01-01 01:56:00,6,21,13,0,0,25.0
2000-01-01 01:57:00,3,16,3,0,0,25.0
2000-01-01 01:58:00,4,20,10,0,0,25.0
2000-01-01 01:59:00,14,47,13,0,0,25.0
2000-01-01 02:00:00,7,26,6,0,0,25.0
2000-01-01 02:01:00,10,65,21,0,0,25.0
2000-01-01 02:02:00,3,18,6,0,0,25.0
2000-01-01 02:03:00,20,109,20,0,0,25.0
2000-01-01 02:04:00,10,41,1,0,0,25.0
2000-01-01 02:05:00,6,26,16,0,0,25.0
2000-01-01 02:06:00,11,27,6,0,0,25.0
2000-01-01 02:07:00,11,31,0,0,0,25.0
2000-01-01 02:08:00,10,33,6,0,0,25.0
2000-01-01 02:09:00,8,26,14,0,0,25.0
2000-01-01 02:10:00,98,261,19,0,0,25.0
2000-01-01 02:11:00,25,153,25,0,0,25.0
2000-01-01 02:12:00,6,19,5,0,0,25.0
2000-01-01 02:13:00,12,33,3,0,0,25.0
2000-01-01 02:14:00,7,14,7,0,0,25.0
2000-01-01 02:15:00,17,69,5,0,0,25.0
2000-01-01 02:16:00,14,30,5,0,0,25.0
2000-01-01 02:17:00,6,23,8,0,0,25.0
2000-01-01 02:18:00,10,32,0,0,0,25.0
2000-01-01 02:19:00,17,31,10,0,0,25.0
2000-01-01 02:20:00,12,23,8,0,0,25.0
2000-01-01 02:21:00,5,17,10,0,0,25.0
2000-01-01 02:22:00,18,45,2,0,0,25.0
2000-01-01 02:23:00,12,28,9,0,0,25.0
2000-01-01 02:24:00,10,32,0,0,0,25.0
2000-01-01 02:25:00,6,35,18,0,0,25.0
2000-01-01 02:26:00,6,27,10,0,0,25.0
2000-01-01 02:27:00,9,23,9,0,0,25.0
2000-01-01 02:28:00,6,26,7,0,0,25.0
2000-01-01 02:29:00,12,46,2,0,0,25.0
2000-01-01 02:30:00,11,28,0,0,0,25.0
2000-01-01 02:31:00,18,52,0,0,0,25.0
2000-01-01 02:32:00,8,18,5,0,0,25.0
2000-01-01 02:33:00,14,34,0,0,0,25.0
2000-01-01 02:34:00,9,37,19,0,0,25.0
2000-01-01 02:35:00,3,17,4,0,0,25.0
2000-01-01 02:36:00,28,193,41,0,0,25.0
2000-01-01 02:37:00,8,27,10,0,0,25.0
2000-01-01 02:38:00,4,11,3,0,0,25.0
2000-01-01 02:39:00,12,32,0,0,0,25.0
2000-01-01 02:40:00,2,10,4,0,0,25.0
2000-01-01 02:41:00,11,45,8,0,0,25.0
2000-01-01 02:42:00,14,55,20,0,0,25.0
2000-01-01 02:43:00,6,19,8,0,0,25.0
2000-01-01 02:44:00,13,38,8,0,0,25.0
2000-01-01 02:45:00,18,56,6,0,0,25.0
2000-01-01 02:46:00,5,24,16,0,0,25.0
2000-01-01 02:47:00,6,21,7,0,0,25.0
2000-01-01 02:48:00,12,41,0,0,0,25.0
2000-01-01 02:49:00,23,55,17,0,0,25.0
2000-01-01 02:50:00,10,21,3,0,0,25.0
2000-01-01 02:51:00,3,10,6,0,0,25.0
2000-01-01 02:52:00,19,45,1,0,0,25.0
2000-01-01 02:53:00,4,22,4,0,0,25.0
2000-01-01 02:54:00,13,64,9,0,0,25.0
2000-01-01 02:55:00,39,76,16,0,0,25.0
2000-01-01 02:56:00,11,35,18,0,0,25.0
2000-01-01 02:57:00,34,175,70,0,0,25.0
2000-01-01 02:58:00,5,19,4,0,0,25.0
2000-01-01 02:59:00,7,23,0,0,0,25.0
2000-01-01 03:00:00,77,228,0,0,0,25.0
2000-01-01 03:01:00,13,30,4,0,0,25.0
2000-01-01 03:02:00,9,29,4,0,0,25.0
2000-01-01 03:03:00,13,38,14,0,0,25.0
2000-01-01 03:04:00,11,27,1,0,0,25.0
2000-01-01 03:05:00,12,51,3,0,0,25.0
2000-01-01 03:06:00,12,44,18,0,0,25.0
2000-01-01 03:07:00,12,34,19,0,0,25.0
2000-01-01 03:08:00,19,35,13,0,0,25.0
2000-01-01 03:09:00,17,44,0,0,0,25.0
2000-01-01 03:10:00,4,15,6,0,0,25.0
2000-01-01 03:11:00,7,18,2,0,0,25.0
2000-01-01 03:12:00,6,23,11,0,0,25.0
2000-01-01 03:13:00,10,30,3,0,0,25.0
2000-01-01 03:14:00,6,39,10,0,0,25.0
2000-01-01 03:15:00,3,15,6,0,0,25.0
2000-01-01 03:16:00,7,17,0,0,0,25.0
2000-01-01 03:17:00,3,17,6,0,0,25.0
2000-01-01 03:18:00,11,28,2,0,0,25.0
2000-01-01 03:19:00,7,29,11,0,0,25.0
2000-01-01 03:20:00,11,36,4,0,0,25.0
2000-01-01 03:21:00,6,41,5,0,0,25.0
2000-01-01 03:22:00,23,62,30,0,0,25.0
2000-01-01 03:23:00,10,27,10,0,0,25.0
2000-01-01 03:24:00,11,44,5,0,0,25.0
2000-01-01 03:25:00,9,30,9,0,0,25.0
2000-01-01 03:26:00,8,46,4,0,0,25.0
2000-01-01 03:27:00,17,56,19,0,0,25.0
2000-01-01 03:28:00,8,16,6,0,0,25.0
2000-01-01 03:29:00,14,33,16,0,0,25.0
2000-01-01 03:30:00,15,31,5,0,0,25.0
2000-01-01 03:31:00,8,33,16,0,0,25.0
2000-01-01 03:32:00,14,40,5,0,0,25.0
2000-01-01 03:33:00,32,66,12,0,0,25.0
2000-01-01 03:34:00,10,27,2,0,0,25.0
2000-01-01 03:35:00,6,35,14,0,0,25.0
2000-01-01 03:36:00,5,35,4,0,0,25.0
2000-01-01 03:37:00,14,44,0,0,0,25.0
2000-01-01 03:38:00,16,35,3,0,0,25.0
2000-01-01 03:39:00,5,33,4,0,0,25.0
2000-01-01 03:40:00,11,45,0,0,0,25.0
2000-01-01 03:41:00,14,35,7,0,0,25.0
2000-01-01 03:42:00,10,34,13,0,0,25.0
2000-01-01 03:43:00,16,40,0,0,0,25.0
2000-01-01 03:44:00,15,38,1,0,0,25.0
2000-01-01 03:45:00,8,18,7,0,0,25.0
2000-01-01 03:46:00,3,15,7,0,0,25.0
2000-01-01 03:47:00,8,40,2,0,0,25.0
2000-01-01 03:48:00,10,35,19,0,0,25.0
2000-01-01 03:49:00,16,56,6,0,0,25.0
2000-01-01 03:50:00,17,89,25,0,0,25.0
2000-01-01 03:51:00,6,18,0,0,0,25.0
2000-01-01 03:52:00,7,23,0,0,0,25.0
2000-01-01 03:53:00,35,68,16,0,0,25.0
2000-01-01 03:54:00,6,16,3,0,0,25.0
2000-01-01 03:55:00,11,41,24,0,0,25.0
2000-01-01 03:56:00,16,59,17,0,0,25.0
2000-01-01 03:57:00,10,28,13,0,0,25.0
2000-01-01 03:58:00,14,41,0,0,0,25.0
2000-01-01 03:59:00,5,28,12,0,0,25.0
2000-01-01 04:00:00,6,27,4,0,0,25.0
2000-01-01 04:01:00,17,65,7,0,0,25.0
2000-01-01 04:02:00,74,262,0,0,0,25.0
2000-01-01 04:03:00,6,21,12,0,0,25.0
2000-01-01 04:04:00,13,49,3,0,0,25.0
2000-01-01 04:05:00,9,38,7,0,0,25.0
2000-01-01 04:06:00,9,35,9,0,0,25.0
2000-01-01 04:07:00,11,68,25,0,0,25.0
2000-01-01 04:08:00,5,27,12,0,0,25.0
2000-01-01 04:09:00,7,19,2,0,0,25.0
2000-01-01 04:10:00,9,23,1,0,0,25.0
2000-01-01 04:11:00,14,35,0,0,0,25.0
2000-01-01 04:12:00,8,31,2,0,0,25.0
2000-01-01 04:13:00,42,189,40,0,0,25.0
2000-01-01 04:14:00,22,47,6,0,0,25.0
2000-01-01 04:15:00,11,26,6,0,0,25.0
2000-01-01 04:16:00,12,26,3,0,0,25.0
2000-01-01 04:17:00,6,21,9,0,0,25.0
2000-01-01 04:18:00,8,27,8,0,0,25.0
2000-01-01 04:19:00,6,43,9,0,0,25.0
2000-01-01 04:20:00,8,45,9,0,0,25.0
2000-01-01 04:21:00,14,36,13,0,0,25.0
2000-01-01 04:22:00,6,25,16,0,0,25.0
2000-01-01 04:23:00,5,34,5,0,0,25.0
2000-01-01 04:24:00,8,17,6,0,0,25.0
2000-01-01 04:25:00,18,43,0,0,0,25.0
2000-01-01 04:26:00,9,21,8,0,0,25.0
2000-01-01 04:27:00,12,45,19,0,0,25.0
2000-01-01 04:28:00,4,12,6,0,0,25.0
2000-01-01 04:29:00,14,40,12,0,0,25.0
2000-01-01 04:30:00,1,9,1,0,0,25.0
2000-01-01 04:31:00,7,24,7,0,0,25.0
2000-01-01 04:32:00,10,28,15,0,0,25.0
2000-01-01 04:33:00,11,34,6,0,0,25.0
2000-01-01 04:34:00,17,48,0,0,0,25.0
2000-01-01 04:35:00,7,40,4,0,0,25.0
2000-01-01 04:36:00,14,52,33,0,0,25.0
2000-01-01 04:37:00,9,54,16,0,0,25.0
2000-01-01 04:38:00,14,36,14,0,0,25.0
2000-01-01 04:39:00,21,40,17,0,0,25.0
2000-01-01 04:40:00,15,44,7,0,0,25.0
2000-01-01 04:41:00,14,31,9,0,0,25.0
2000-01-01 04:42:00,8,24,12,0,0,25.0
2000-01-01 04:43:00,8,36,4,0,0,25.0
2000-01-01 04:44:00,18,63,6,0,0,25.0
2000-01-01 04:45:00,4,22,8,0,0,25.0
2000-01-01 04:46:00,21,61,0,0,0,25.0
2000-01-01 04:47:00,11,24,3,0,0,25.0
2000-01-01 04:48:00,7,32,11,0,0,25.0
2000-01-01 04:49:00,14,36,3,0,0,25.0
2000-01-01 04:50:00,52,175,75,0,0,25.0
2000-01-01 04:51:00,8,31,7,0,0,25.0
2000-01-01 04:52:00,10,26,3,0,0,25.0
2000-01-01 04:53:00,11,33,19,0,0,25.0
2000-01-01 04:54:00,5,28,12,0,0,25.0
2000-01-01 04:55:00,10,61,8,0,0,25.0
2000-01-01 04:56:00,21,55,4,0,0,25.0
2000-01-01 04:57:00,12,37,8,0,0,25.0
2000-01-01 04:58:00,9,26,14,0,0,25.0
2000-01-01 04:59:00,24,61,20,0,0,25.0
2000-01-01 05:00:00,9,36,4,0,0,25.0
2000-01-01 05:01:00,9,49,10,0,0,25.0
2000-01-01 05:02:00,9,26,11,0,0,25.0
2000-01-01 05:03:00,14,42,2,0,0,25.0
2000-01-01 05:04:00,9,33,9,0,0,25.0
2000-01-01 05:05:00,22,62,9,0,0,25.0
2000-01-01 05:06:00,23,68,26,0,0,25.0
2000-01-01 05:07:00,24,62,0,0,0,25.0
2000-01-01 05:08:00,19,64,15,0,0,25.0
2000-01-01 05:09:00,21,58,20,0,0,25.0
2000-01-01 05:10:00,17,41,10,0,0,25.0
2000-01-01 05:11:00,13,37,13,0,0,25.0
2000-01-01 05:12:00,5,24,13,0,0,25.0
2000-01-01 05:13:00,12,39,22,0,0,25.0
2000-01-01 05:14:00,14,37,0,0,0,25.0
2000-01-01 05:15:00,6,16,3,0,0,25.0
2000-01-01 05:16:00,17,34,15,0,0,25.0
2000-01-01 05:17:00,6,44,8,0,0,25.0
2000-01-01 05:18:00,9,66,10,0,0,25.0
2000-01-01 05:19:00,2,12,6,0,0,25.0
2000-01-01 05:20:00,7,21,7,0,0,25.0
2000-01-01 05:21:00,12,34,16,0,0,25.0
2000-01-01 05:22:00,5,15,1,0,0,25.0
2000-01-01 05:23:00,9,24,9,0,0,25.0
2000-01-01 05:24:00,11,36,13,0,0,25.0
2000-01-01 05:25:00,52,167,53,0,0,25.0
2000-01-01 05:26:00,6,26,7,0,0,25.0
2000-01-01 05:27:00,6,28,10,0,0,25.0
2000-01-01 05:28:00,11,45,18,0,0,25.0
2000-01-01 05:29:00,17,76,3,0,0,25.0
2000-01-01 05:30:00,31,95,5,0,0,25.0
2000-01-01 05:31:00,12,46,12,0,0,25.0
2000-01-01 05:32:00,6,24,2,0,0,25.0
2000-01-01 05:33:00,15,61,3,0,0,25.0
2000-01-01 05:34:00,7,30,6,0,0,25.0
2000-01-01 05:35:00,3,19,7,0,0,25.0
2000-01-01 05:36:00,11,26,11,0,0,25.0
2000-01-01 05:37:00,4,17,1,0,0,25.0
2000-01-01 05:38:00,21,37,11,0,0,25.0
2000-01-01 05:39:00,11,34,0,0,0,25.0
2000-01-01 05:40:00,17,60,19,0,0,25.0
2000-01-01 05:41:00,10,19,6,0,0,25.0
2000-01-01 05:42:00,10,52,6,0,0,25.0
2000-01-01 05:43:00,6,16,1,0,0,25.0
2000-01-01 05:44:00,6,33,6,0,0,25.0
2000-01-01 05:45:00,27,75,0,0,0,25.0
2000-01-01 05:46:00,11,31,3,0,0,25.0
2000-01-01 05:47:00,4,12,8,0,0,25.0
2000-01-01 05:48:00,11,42,6,0,0,25.0
2000-01-01 05:49:00,6,24,12,0,0,25.0
2000-01-01 05:50:00,12,35,20,0,0,25.0
2000-01-01 05:51:00,7,25,11,0,0,25.0
2000-01-01 05:52:00,8,19,2,0,0,25.0
2000-01-01 05:53:00,3,15,11,0,0,25.0
2000-01-01 05:54:00,12,49,25,0,0,25.0
2000-01-01 05:55:00,11,43,23,0,0,25.0
2000-01-01 05:56:00,24,78,0,0,0,25.0
2000-01-01 05:57:00,10,38,16,0,0,25.0
2000-01-01 05:58:00,13,28,5,0,0,25.0
2000-01-01 05:59:00,7,32,5,0,0,25.0
2000-01-01 06:00:00,73,174,98,0,0,25.0
2000-01-01 06:01:00,9,35,18,0,0,25.0
2000-01-01 06:02:00,9,42,3,0,0,25.0
2000-01-01 06:03:00,14,53,6,0,0,25.0
2000-01-01 06:04:00,9,43,13,0,0,25.0
2000-01-01 06:05:00,27,53,22,0,0,25.0
2000-01-01 06:06:00,3,13,8,0,0,25.0
2000-01-01 06:07:00,14,38,0,0,0,25.0
2000-01-01 06:08:00,27,92,10,0,0,25.0
2000-01-01 06:09:00,11,23,3,0,0,25.0
2000-01-01 06:10:00,9,29,13,0,0,25.0
2000-01-01 06:11:00,9,40,14,0,0,25.0
2000-01-01 06:12:00,18,32,11,0,0,25.0
2000-01-01 06:13:00,11,34,11,0,0,25.0
2000-01-01 06:14:00,16,53,1,0,0,25.0
2000-01-01 06:15:00,16,53,6,0,0,25.0
2000-01-01 06:16:00,8,42,10,0,0,25.0
2000-01-01 06:17:00,11,29,0,0,0,25.0
2000-01-01 06:18:00,8,27,0,0,0,25.0
2000-01-01 06:19:00,12,39,1,0,0,25.0
2000-01-01 06:20:00,10,23,11,0,0,25.0
2000-01-01 06:21:00,14,37,11,0,0,25.0
2000-01-01 06:22:00,13,49,12,0,0,25.0
2000-01-01 06:23:00,5,21,3,0,0,25.0
2000-01-01 06:24:00,10,25,5,0,0,25.0
2000-01-01 06:25:00,10,17,6,0,0,25.0
2000-01-01 06:26:00,8,22,12,0,0,25.0
2000-01-01 06:27:00,11,29,14,0,0,25.0
2000-01-01 06:28:00,13,35,22,0,0,25.0
2000-01-01 06:29:00,16,84,6,0,0,25.0
2000-01-01 06:30:00,8,31,14,0,0,25.0
2000-01-01 06:31:00,9,22,6,0,0,25.0
2000-01-01 06:32:00,9,44,16,0,0,25.0
2000-01-01 06:33:00,7,17,3,0,0,25.0
2000-01-01 06:34:00,10,32,4,0,0,25.0
2000-01-01 06:35:00,5,22,8,0,0,25.0
2000-01-01 06:36:00,13,31,1,0,0,25.0
2000-01-01 06:37:00,12,50,6,0,0,25.0
2000-01-01 06:38:00,19,41,14,0,0,25.0
2000-01-01 06:39:00,9,57,10,0,0,25.0
2000-01-01 06:40:00,8,33,17,0,0,25.0
2000-01-01 06:41:00,10,31,5,0,0,25.0
2000-01-01 06:42:00,7,44,19,0,0,25.0
2000-01-01 06:43:00,13,47,28,0,0,25.0
2000-01-01 06:44:00,13,39,6,0,0,25.0
2000-01-01 06:45:00,4,14,9,0,0,25.0
2000-01-01 06:46:00,13,43,20,0,0,25.0
2000-01-01 06:47:00,14,25,7,0,0,25.0
2000-01-01 06:48:00,13,26,10,0,0,25.0
2000-01-01 06:49:00,13,48,4,0,0,25.0
2000-01-01 06:50:00,5,28,11,0,0,25.0
2000-01-01 06:51:00,8,22,0,0,0,25.0
2000-01-01 06:52:00,13,43,16,0,0,25.0
2000-01-01 06:53:00,10,24,9,0,0,25.0
2000-01-01 06:54:00,7,24,7,0,0,25.0
2000-01-01 06:55:00,7,19,2,0,0,25.0
2000-01-01 06:56:00,12,28,12,0,0,25.0
2000-01-01 06:57:00,7,25,8,0,0,25.0
2000-01-01 06:58:00,8,18,7,0,0,25.0
2000-01-01 06:59:00,8,35,19,0,0,25.0
2000-01-01 07:00:00,179,189,261,1096,0,25.0
2000-01-01 07:01:00,275,118,295,1236,0,25.0
2000-01-01 07:02:00,261,142,296,119,0,25.0
2000-01-01 07:03:00,227,226,274,1437,0,25.0
2000-01-01 07:04:00,126,225,232,163,0,25.0
2000-01-01 07:05:00,171,314,214,691,0,25.0
2000-01-01 07:06:00,165,273,305,333,0,25.0
2000-01-01 07:07:00,241,151,390,1649,0,25.0
2000-01-01 07:08:00,305,261,267,1638,0,25.0
2000-01-01 07:09:00,192,336,234,1865,0,25.0
2000-01-01 07:10:00,280,225,269,1304,0,25.0
2000-01-01 07:11:00,193,198,286,1361,0,25.0
2000-01-01 07:12:00,42,45,48,762,0,25.0
2000-01-01 07:13:00,316,158,336,1153,0,25.0
2000-01-01 07:14:00,1085,450,1293,667,0,25.0
2000-01-01 07:15:00,299,157,362,1659,0,25.0
2000-01-01 07:16:00,251,266,253,1385,0,25.0
2000-01-01 07:17:00,223,278,234,669,0,25.0
2000-01-01 07:18:00,258,270,339,1291,0,25.0
2000-01-01 07:19:00,325,269,382,833,0,25.0
2000-01-01 07:20:00,333,192,321,1789,0,25.0
2000-01-01 07:21:00,272,236,361,1093,0,25.0
2000-01-01 07:22:00,195,315,421,1382,0,25.0
2000-01-01 07:23:00,179,369,348,976,0,25.0
2000-01-01 07:24:00,261,272,258,425,0,25.0
2000-01-01 07:25:00,766,807,729,1428,0,25.0
2000-01-01 07:26:00,317,308,332,1541,0,25.0
2000-01-01 07:27:00,881,936,1231,116,0,25.0
2000-01-01 07:28:00,276,211,483,370,0,25.0
2000-01-01 07:29:00,801,1189,939,712,0,25.0
2000-01-01 07:30:00,97,116,105,117,0,25.0
2000-01-01 07:31:00,266,425,406,1632,0,25.0
2000-01-01 07:32:00,229,482,330,1641,0,25.0
2000-01-01 07:33:00,308,371,399,1720,0,25.0
2000-01-01 07:34:00,1083,871,1415,1695,0,25.0
2000-01-01 07:35:00,335,352,356,486,0,25.0
2000-01-01 07:36:00,389,317,319,590,0,25.0
2000-01-01 07:37:00,394,198,404,839,0,25.0
2000-01-01 07:38:00,79,90,119,1498,0,25.0
2000-01-01 07:39:00,60,111,74,1989,0,25.0
2000-01-01 07:40:00,945,1058,1336,1537,0,25.0
2000-01-01 07:41:00,224,352,396,271,0,25.0
2000-01-01 07:42:00,296,335,433,1399,0,25.0
2000-01-01 07:43:00,328,387,536,995,0,25.0
2000-01-01 07:44:00,129,116,157,733,0,25.0
2000-01-01 07:45:00,41,54,41,810,0,25.0
2000-01-01 07:46:00,238,329,453,359,0,25.0
2000-01-01 07:47:00,95,115,121,1172,0,25.0
2000-01-01 07:48:00,160,175,199,1260,0,25.0
2000-01-01 07:49:00,400,176,480,1480,0,25.0
2000-01-01 07:50:00,97,117,115,884,0,25.0
2000-01-01 07:51:00,238,346,565,1744,0,25.0
2000-01-01 07:52:00,491,389,547,655,0,25.0
2000-01-01 07:53:00,388,395,375,207,0,25.0
2000-01-01 07:54:00,404,542,433,678,0,25.0
2000-01-01 07:55:00,438,589,477,855,0,25.0
2000-01-01 07:56:00,433,393,534,1110,0,25.0
2000-01-01 07:57:00,459,362,663,1730,0,25.0
2000-01-01 07:58:00,492,351,494,1896,0,25.0
2000-01-01 07:59:00,768,854,1314,520,0,25.0
2000-01-01 08:00:00,331,609,623,391,0,25.0
2000-01-01 08:01:00,464,349,551,862,0,25.0
2000-01-01 08:02:00,402,377,555,1405,0,25.0
2000-01-01 08:03:00,354,372,706,634,0,25.0
2000-01-01 08:04:00,502,350,519,768,0,25.0
2000-01-01 08:05:00,1189,852,1711,418,0,25.0
2000-01-01 08:06:00,79,69,123,1048,0,25.0
2000-01-01 08:07:00,75,41,90,1527,0,25.0
2000-01-01 08:08:00,94,77,167,200,0,25.0
2000-01-01 08:09:00,295,423,712,928,0,25.0
2000-01-01 08:10:00,44,62,90,226,0,25.0
2000-01-01 08:11:00,499,423,446,862,0,25.0
2000-01-01 08:12:00,497,696,1117,232,0,25.0
2000-01-01 08:13:00,98,137,202,1044,0,25.0
2000-01-01 08:14:00,1175,1378,1696,973,0,25.0
2000-01-01 08:15:00,384,610,506,1909,0,25.0
2000-01-01 08:16:00,648,385,688,1081,0,25.0
2000-01-01 08:17:00,1139,813,1780,1391,0,25.0
2000-01-01 08:18:00,471,715,518,1560,0,25.0
2000-01-01 08:19:00,417,483,601,468,0,25.0
2000-01-01 08:20:00,1340,1045,1319,1066,0,25.0
2000-01-01 08:21:00,645,172,817,305,0,25.0
2000-01-01 08:22:00,590,334,748,549,0,25.0
2000-01-01 08:23:00,700,426,683,1831,0,25.0
2000-01-01 08:24:00,558,544,652,1540,0,25.0
2000-01-01 08:25:00,569,500,752,485,0,25.0
2000-01-01 08:26:00,391,862,632,215,0,25.0
2000-01-01 08:27:00,293,578,593,1979,0,25.0
