Device,AX3
DeviceId,DEMO_AX3_001
Start Time,2000-01-01 00:00:00
Stop Time,2000-01-10 23:59:00
Logging,60

timestamp,x,y,z,temperature
2000-01-01 02:31:00,18,52,0,25.0
2000-01-01 02:32:00,8,18,5,25.0
2000-01-01 02:33:00,14,34,0,25.0
2000-01-01 02:34:00,9,37,19,25.0
2000-01-01 02:35:00,3,17,4,25.0
2000-01-01 02:36:00,28,193,41,25.0
2000-01-01 02:37:00,8,27,10,25.0
2000-01-01 02:38:00,4,11,3,25.0
2000-01-01 02:39:00,12,32,0,25.0
2000-01-01 02:40:00,2,10,4,25.0
2000-01-01 02:41:00,11,45,8,25.0
2000-01-01 02:42:00,14,55,20,25.0
2000-01-01 02:43:00,6,19,8,25.0
2000-01-01 02:44:00,13,38,8,25.0
2000-01-01 02:45:00,18,56,6,25.0
2000-01-01 02:46:00,5,24,16,25.0
2000-01-01 02:47:00,6,21,7,25.0
2000-01-01 02:48:00,12,41,0,25.0
2000-01-01 02:49:00,23,55,17,25.0
2000-01-01 02:50:00,10,21,3,25.0
2000-01-01 02:51:00,3,10,6,25.0
2000-01-01 02:52:00,19,45,1,25.0
2000-01-01 02:53:00,4,22,4,25.0
2000-01-01 02:54:00,13,64,9,25.0
2000-01-01 02:55:00,39,76,16,25.0
2000-01-01 02:56:00,11,35,18,25.0
2000-01-01 02:57:00,34,175,70,25.0
2000-01-01 02:58:00,5,19,4,25.0
2000-01-01 02:59:00,7,23,0,25.0
2000-01-01 03:00:00,77,228,0,25.0
2000-01-01 03:01:00,13,30,4,25.0
2000-01-01 03:02:00,9,29,4,25.0
2000-01-01 03:03:00,13,38,14,25.0
2000-01-01 03:04:00,11,27,1,25.0
2000-01-01 03:05:00,12,51,3,25.0
2000-01-01 03:06:00,12,44,18,25.0
2000-01-01 03:07:00,12,34,19,25.0
2000-01-01 03:08:00,19,35,13,25.0
2000-01-01 03:09:00,17,44,0,25.0
2000-01-01 03:10:00,4,15,6,25.0
2000-01-01 03:11:00,7,18,2,25.0
2000-01-01 03:12:00,6,23,11,25.0
2000-01-01 03:13:00,10,30,3,25.0
2000-01-01 03:14:00,6,39,10,25.0
2000-01-01 03:15:00,3,15,6,25.0
2000-01-01 03:16:00,7,17,0,25.0
2000-01-01 03:17:00,3,17,6,25.0
2000-01-01 03:18:00,11,28,2,25.0
2000-01-01 03:19:00,7,29,11,25.0
2000-01-01 03:20:00,11,36,4,25.0
2000-01-01 03:21:00,6,41,5,25.0
2000-01-01 03:22:00,23,62,30,25.0
2000-01-01 03:23:00,10,27,10,25.0
2000-01-01 03:24:00,11,44,5,25.0
2000-01-01 03:25:00,9,30,9,25.0
2000-01-01 03:26:00,8,46,4,25.0
2000-01-01 03:27:00,17,56,19,25.0
2000-01-01 03:28:00,8,16,6,25.0
2000-01-01 03:29:00,14,33,16,25.0
2000-01-01 03:30:00,15,31,5,25.0
2000-01-01 03:31:00,8,33,16,25.0
2000-01-01 03:32:00,14,40,5,25.0
2000-01-01 03:33:00,32,66,12,25.0
2000-01-01 03:34:00,10,27,2,25.0
2000-01-01 03:35:00,6,35,14,25.0
2000-01-01 03:36:00,5,35,4,25.0
2000-01-01 03:37:00,14,44,0,25.0
2000-01-01 03:38:00,16,35,3,25.0
2000-01-01 03:39:00,5,33,4,25.0
2000-01-01 03:40:00,11,45,0,25.0
2000-01-01 03:41:00,14,35,7,25.0
2000-01-01 03:42:00,10,34,13,25.0
2000-01-01 03:43:00,16,40,0,25.0
2000-01-01 03:44:00,15,38,1,25.0
2000-01-01 03:45:00,8,18,7,25.0
2000-01-01 03:46:00,3,15,7,25.0
2000-01-01 03:47:00,8,40,2,25.0
2000-01-01 03:48:00,10,35,19,25.0
2000-01-01 03:49:00,16,56,6,25.0
2000-01-01 03:50:00,17,89,25,25.0
2000-01-01 03:51:00,6,18,0,25.0
2000-01-01 03:52:00,7,23,0,25.0
2000-01-01 03:53:00,35,68,16,25.0
2000-01-01 03:54:00,6,16,3,25.0
2000-01-01 03:55:00,11,41,24,25.0
2000-01-01 03:56:00,16,59,17,25.0
2000-01-01 03:57:00,10,28,13,25.0
2000-01-01 03:58:00,14,41,0,25.0
2000-01-01 03:59:00,5,28,12,25.0
2000-01-01 04:00:00,6,27,4,25.0
2000-01-01 04:01:00,17,65,7,25.0
2000-01-01 04:02:00,74,262,0,25.0
2000-01-01 04:03:00,6,21,12,25.0
2000-01-01 04:04:00,13,49,3,25.0
2000-01-01 04:05:00,9,38,7,25.0
2000-01-01 04:06:00,9,35,9,25.0
2000-01-01 04:07:00,11,68,25,25.0
2000-01-01 04:08:00,5,27,12,25.0
2000-01-01 04:09:00,7,19,2,25.0
2000-01-01 04:10:00,9,23,1,25.0
2000-01-01 04:11:00,14,35,0,25.0
2000-01-01 04:12:00,8,31,2,25.0
2000-01-01 04:13:00,42,189,40,25.0
2000-01-01 04:14:00,22,47,6,25.0
2000-01-01 04:15:00,11,26,6,25.0
2000-01-01 04:16:00,12,26,3,25.0
2000-01-01 04:17:00,6,21,9,25.0
2000-01-01 04:18:00,8,27,8,25.0
2000-01-01 04:19:00,6,43,9,25.0
2000-01-01 04:20:00,8,45,9,25.0
2000-01-01 04:21:00,14,36,13,25.0
2000-01-01 04:22:00,6,25,16,25.0
2000-01-01 04:23:00,5,34,5,25.0
2000-01-01 04:24:00,8,17,6,25.0
2000-01-01 04:25:00,18,43,0,25.0
2000-01-01 04:26:00,9,21,8,25.0
2000-01-01 04:27:00,12,45,19,25.0
2000-01-01 04:28:00,4,12,6,25.0
2000-01-01 04:29:00,14,40,12,25.0
2000-01-01 04:30:00,1,9,1,25.0
2000-01-01 04:31:00,7,24,7,25.0
2000-01-01 04:32:00,10,28,15,25.0
2000-01-01 04:33:00,11,34,6,25.0
2000-01-01 04:34:00,17,48,0,25.0
2000-01-01 04:35:00,7,40,4,25.0
2000-01-01 04:36:00,14,52,33,25.0
2000-01-01 04:37:00,9,54,16,25.0
2000-01-01 04:38:00,14,36,14,25.0
2000-01-01 04:39:00,21,40,17,25.0
2000-01-01 04:40:00,15,44,7,25.0
2000-01-01 04:41:00,14,31,9,25.0
2000-01-01 04:42:00,8,24,12,25.0
2000-01-01 04:43:00,8,36,4,25.0
2000-01-01 04:44:00,18,63,6,25.0
2000-01-01 04:45:00,4,22,8,25.0
2000-01-01 04:46:00,21,61,0,25.0
2000-01-01 04:47:00,11,24,3,25.0
2000-01-01 04:48:00,7,32,11,25.0
2000-01-01 04:49:00,14,36,3,25.0
2000-01-01 04:50:00,52,175,75,25.0
2000-01-01 04:51:00,8,31,7,25.0
2000-01-01 04:52:00,10,26,3,25.0
2000-01-01 04:53:00,11,33,19,25.0
2000-01-01 04:54:00,5,28,12,25.0
2000-01-01 04:55:00,10,61,8,25.0
2000-01-01 04:56:00,21,55,4,25.0
2000-01-01 04:57:00,12,37,8,25.0
2000-01-01 04:58:00,9,26,14,25.0
2000-01-01 04:59:00,24,61,20,25.0
2000-01-01 05:00:00,9,36,4,25.0
2000-01-01 05:01:00,9,49,10,25.0
2000-01-01 05:02:00,9,26,11,25.0
2000-01-01 05:03:00,14,42,2,25.0
2000-01-01 05:04:00,9,33,9,25.0
2000-01-01 05:05:00,22,62,9,25.0
2000-01-01 05:06:00,23,68,26,25.0
2000-01-01 05:07:00,24,62,0,25.0
2000-01-01 05:08:00,19,64,15,25.0
2000-01-01 05:09:00,21,58,20,25.0
2000-01-01 05:10:00,17,41,10,25.0
2000-01-01 05:11:00,13,37,13,25.0
2000-01-01 05:12:00,5,24,13,25.0
2000-01-01 05:13:00,12,39,22,25.0
2000-01-01 05:14:00,14,37,0,25.0
2000-01-01 05:15:00,6,16,3,25.0
2000-01-01 05:16:00,17,34,15,25.0
2000-01-01 05:17:00,6,44,8,25.0
2000-01-01 05:18:00,9,66,10,25.0
2000-01-01 05:19:00,2,12,6,25.0
2000-01-01 05:20:00,7,21,7,25.0
2000-01-01 05:21:00,12,34,16,25.0
2000-01-01 05:22:00,5,15,1,25.0
2000-01-01 05:23:00,9,24,9,25.0
2000-01-01 05:24:00,11,36,13,25.0
2000-01-01 05:25:00,52,167,53,25.0
2000-01-01 05:26:00,6,26,7,25.0
2000-01-01 05:27:00,6,28,10,25.0
2000-01-01 05:28:00,11,45,18,25.0
2000-01-01 05:29:00,17,76,3,25.0
2000-01-01 05:30:00,31,95,5,25.0
2000-01-01 05:31:00,12,46,12,25.0
2000-01-01 05:32:00,6,24,2,25.0
2000-01-01 05:33:00,15,61,3,25.0
2000-01-01 05:34:00,7,30,6,25.0
2000-01-01 05:35:00,3,19,7,25.0
2000-01-01 05:36:00,11,26,11,25.0
2000-01-01 05:37:00,4,17,1,25.0
2000-01-01 05:38:00,21,37,11,25.0
2000-01-01 05:39:00,11,34,0,25.0
2000-01-01 05:40:00,17,60,19,25.0
2000-01-01 05:41:00,10,19,6,25.0
2000-01-01 05:42:00,10,52,6,25.0
2000-01-01 05:43:00,6,16,1,25.0
2000-01-01 05:44:00,6,33,6,25.0
2000-01-01 05:45:00,27,75,0,25.0
2000-01-01 05:46:00,11,31,3,25.0
2000-01-01 05:47:00,4,12,8,25.0
2000-01-01 05:48:00,11,42,6,25.0
2000-01-01 05:49:00,6,24,12,25.0
2000-01-01 05:50:00,12,35,20,25.0
2000-01-01 05:51:00,7,25,11,25.0
2000-01-01 05:52:00,8,19,2,25.0
2000-01-01 05:53:00,3,15,11,25.0
2000-01-01 05:54:00,12,49,25,25.0
2000-01-01 05:55:00,11,43,23,25.0
2000-01-01 05:56:00,24,78,0,25.0
2000-01-01 05:57:00,10,38,16,25.0
2000-01-01 05:58:00,13,28,5,25.0
2000-01-01 05:59:00,7,32,5,25.0
2000-01-01 06:00:00,73,174,98,25.0
2000-01-01 06:01:00,9,35,18,25.0
2000-01-01 06:02:00,9,42,3,25.0
2000-01-01 06:03:00,14,53,6,25.0
2000-01-01 06:04:00,9,43,13,25.0
2000-01-01 06:05:00,27,53,22,25.0
2000-01-01 06:06:00,3,13,8,25.0
2000-01-01 06:07:00,14,38,0,25.0
2000-01-01 06:08:00,27,92,10,25.0
2000-01-01 06:09:00,11,23,3,25.0
2000-01-01 06:10:00,9,29,13,25.0
2000-01-01 06:11:00,9,40,14,25.0
2000-01-01 06:12:00,18,32,11,25.0
2000-01-01 06:13:00,11,34,11,25.0
2000-01-01 06:14:00,16,53,1,25.0
2000-01-01 06:15:00,16,53,6,25.0
2000-01-01 06:16:00,8,42,10,25.0
2000-01-01 06:17:00,11,29,0,25.0
2000-01-01 06:18:00,8,27,0,25.0
2000-01-01 06:19:00,12,39,1,25.0
2000-01-01 06:20:00,10,23,11,25.0
2000-01-01 06:21:00,14,37,11,25.0
2000-01-01 06:22:00,13,49,12,25.0
2000-01-01 06:23:00,5,21,3,25.0
2000-01-01 06:24:00,10,25,5,25.0
2000-01-01 06:25:00,10,17,6,25.0
2000-01-01 06:26:00,8,22,12,25.0
2000-01-01 06:27:00,11,29,14,25.0
2000-01-01 06:28:00,13,35,22,25.0
2000-01-01 06:29:00,16,84,6,25.0
2000-01-01 06:30:00,8,31,14,25.0
2000-01-01 06:31:00,9,22,6,25.0
2000-01-01 06:32:00,9,44,16,25.0
2000-01-01 06:33:00,7,17,3,25.0
2000-01-01 06:34:00,10,32,4,25.0
2000-01-01 06:35:00,5,22,8,25.0
2000-01-01 06:36:00,13,31,1,25.0
2000-01-01 06:37:00,12,50,6,25.0
2000-01-01 06:38:00,19,41,14,25.0
2000-01-01 06:39:00,9,57,10,25.0
2000-01-01 06:40:00,8,33,17,25.0
2000-01-01 06:41:00,10,31,5,25.0
2000-01-01 06:42:00,7,44,19,25.0
2000-01-01 06:43:00,13,47,28,25.0
2000-01-01 06:44:00,13,39,6,25.0
2000-01-01 06:45:00,4,14,9,25.0
2000-01-01 06:46:00,13,43,20,25.0
2000-01-01 06:47:00,14,25,7,25.0
2000-01-01 06:48:00,13,26,10,25.0
2000-01-01 06:49:00,13,48,4,25.0
2000-01-01 06:50:00,5,28,11,25.0
2000-01-01 06:51:00,8,22,0,25.0
2000-01-01 06:52:00,13,43,16,25.0
2000-01-01 06:53:00,10,24,9,25.0
2000-01-01 06:54:00,7,24,7,25.0
2000-01-01 06:55:00,7,19,2,25.0
2000-01-01 06:56:00,12,28,12,25.0
2000-01-01 06:57:00,7,25,8,25.0
2000-01-01 06:58:00,8,18,7,25.0
2000-01-01 06:59:00,8,35,19,25.0
2000-01-01 07:00:00,179,189,261,25.0
2000-01-01 07:01:00,275,118,295,25.0
2000-01-01 07:02:00,261,142,296,25.0
2000-01-01 07:03:00,227,226,274,25.0
2000-01-01 07:04:00,126,225,232,25.0
2000-01-01 07:05:00,171,314,214,25.0
2000-01-01 07:06:00,165,273,305,25.0
2000-01-01 07:07:00,241,151,390,25.0
2000-01-01 07:08:00,305,261,267,25.0
2000-01-01 07:09:00,192,336,234,25.0
2000-01-01 07:10:00,280,225,269,25.0
2000-01-01 07:11:00,193,198,286,25.0
2000-01-01 07:12:00,42,45,48,25.0
2000-01-01 07:13:00,316,158,336,25.0
2000-01-01 07:14:00,1085,450,1293,25.0
2000-01-01 07:15:00,299,157,362,25.0
2000-01-01 07:16:00,251,266,253,25.0
2000-01-01 07:17:00,223,278,234,25.0
2000-01-01 07:18:00,258,270,339,25.0
2000-01-01 07:19:00,325,269,382,25.0
2000-01-01 07:20:00,333,192,321,25.0
2000-01-01 07:21:00,272,236,361,25.0
2000-01-01 07:22:00,195,315,421,25.0
2000-01-01 07:23:00,179,369,348,25.0
2000-01-01 07:24:00,261,272,258,25.0
2000-01-01 07:25:00,766,807,729,25.0
2000-01-01 07:26:00,317,308,332,25.0
2000-01-01 07:27:00,881,936,1231,25.0
2000-01-01 07:28:00,276,211,483,25.0
2000-01-01 07:29:00,801,1189,939,25.0
2000-01-01 07:30:00,97,116,105,25.0
2000-01-01 07:31:00,266,425,406,25.0
2000-01-01 07:32:00,229,482,330,25.0
2000-01-01 07:33:00,308,371,399,25.0
2000-01-01 07:34:00,1083,871,1415,25.0
2000-01-01 07:35:00,335,352,356,25.0
2000-01-01 07:36:00,389,317,319,25.0
2000-01-01 07:37:00,394,198,404,25.0
2000-01-01 07:38:00,79,90,119,25.0
2000-01-01 07:39:00,60,111,74,25.0
2000-01-01 07:40:00,945,1058,1336,25.0
2000-01-01 07:41:00,224,352,396,25.0
2000-01-01 07:42:00,296,335,433,25.0
2000-01-01 07:43:00,328,387,536,25.0
2000-01-01 07:44:00,129,116,157,25.0
2000-01-01 07:45:00,41,54,41,25.0
2000-01-01 07:46:00,238,329,453,25.0
2000-01-01 07:47:00,95,115,121,25.0
2000-01-01 07:48:00,160,175,199,25.0
2000-01-01 07:49:00,400,176,480,25.0
2000-01-01 07:50:00,97,117,115,25.0
2000-01-01 07:51:00,238,346,565,25.0
2000-01-01 07:52:00,491,389,547,25.0
2000-01-01 07:53:00,388,395,375,25.0
2000-01-01 07:54:00,404,542,433,25.0
2000-01-01 07:55:00,438,589,477,25.0
2000-01-01 07:56:00,433,393,534,25.0
2000-01-01 07:57:00,459,362,663,25.0
2000-01-01 07:58:00,492,351,494,25.0
2000-01-01 07:59:00,768,854,1314,25.0
2000-01-01 08:00:00,331,609,623,25.0
2000-01-01 08:01:00,464,349,551,25.0
2000-01-01 08:02:00,402,377,555,25.0
2000-01-01 08:03:00,354,372,706,25.0
2000-01-01 08:04:00,502,350,519,25.0
2000-01-01 08:05:00,1189,852,1711,25.0
2000-01-01 08:06:00,79,69,123,25.0
2000-01-01 08:07:00,75,41,90,25.0
2000-01-01 08:08:00,94,77,167,25.0
2000-01-01 08:09:00,295,423,712,25.0
2000-01-01 08:10:00,44,62,90,25.0
2000-01-01 08:11:00,499,423,446,25.0
2000-01-01 08:12:00,497,696,1117,25.0
2000-01-01 08:13:00,98,137,202,25.0
2000-01-01 08:14:00,1175,1378,1696,25.0
2000-01-01 08:15:00,384,610,506,25.0
2000-01-01 08:16:00,648,385,688,25.0
2000-01-01 08:17:00,1139,813,1780,25.0
2000-01-01 08:18:00,471,715,518,25.0
2000-01-01 08:19:00,417,483,601,25.0
2000-01-01 08:20:00,1340,1045,1319,25.0
2000-01-01 08:21:00,645,172,817,25.0
2000-01-01 08:22:00,590,334,748,25.0
2000-01-01 08:23:00,700,426,683,25.0
2000-01-01 08:24:00,558,544,652,25.0
2000-01-01 08:25:00,569,500,752,25.0
2000-01-01 08:26:00,391,862,632,25.0
2000-01-01 08:27:00,293,578,593,25.0
2000-01-01 08:28:00,564,250,695,25.0
2000-01-01 08:29:00,966,412,1218,25.0
2000-01-01 08:30:00,345,628,594,25.0
2000-01-01 08:31:00,467,431,672,25.0
2000-01-01 08:32:00,863,393,981,25.0
2000-01-01 08:33:00,425,483,733,25.0
2000-01-01 08:34:00,565,471,995,25.0
2000-01-01 08:35:00,458,492,926,25.0
2000-01-01 08:36:00,395,766,671,25.0
2000-01-01 08:37:00,179,93,203,25.0
2000-01-01 08:38:00,1392,803,1850,25.0
2000-01-01 08:39:00,813,279,1065,25.0
2000-01-01 08:40:00,637,457,923,25.0
2000-01-01 08:41:00,657,562,560,25.0
2000-01-01 08:42:00,477,597,982,25.0
2000-01-01 08:43:00,618,703,618,25.0
2000-01-01 08:44:00,621,632,913,25.0
2000-01-01 08:45:00,595,565,592,25.0
2000-01-01 08:46:00,604,872,692,25.0
2000-01-01 08:47:00,528,633,688,25.0
2000-01-01 08:48:00,117,52,127,25.0
2000-01-01 08:49:00,516,559,657,25.0
2000-01-01 08:50:00,466,758,738,25.0
2000-01-01 08:51:00,579,916,788,25.0
2000-01-01 08:52:00,1362,1231,2223,25.0
2000-01-01 08:53:00,553,556,691,25.0
2000-01-01 08:54:00,490,742,655,25.0
2000-01-01 08:55:00,771,470,1057,25.0
2000-01-01 08:56:00,724,409,724,25.0
2000-01-01 08:57:00,694,521,1203,25.0
2000-01-01 08:58:00,762,531,701,25.0
2000-01-01 08:59:00,638,472,989,25.0
2000-01-01 09:00:00,607,540,846,25.0
2000-01-01 09:01:00,478,624,1072,25.0
2000-01-01 09:02:00,92,110,139,25.0
2000-01-01 09:03:00,581,798,693,25.0
2000-01-01 09:04:00,912,758,742,25.0
2000-01-01 09:05:00,559,748,782,25.0
2000-01-01 09:06:00,698,540,820,25.0
2000-01-01 09:07:00,602,640,1036,25.0
2000-01-01 09:08:00,511,886,712,25.0
2000-01-01 09:09:00,694,640,603,25.0
2000-01-01 09:10:00,846,691,747,25.0
2000-01-01 09:11:00,420,980,634,25.0
2000-01-01 09:12:00,768,591,747,25.0
2000-01-01 09:13:00,514,556,706,25.0
2000-01-01 09:14:00,908,651,911,25.0
2000-01-01 09:15:00,685,769,724,25.0
2000-01-01 09:16:00,470,575,807,25.0
2000-01-01 09:17:00,397,665,693,25.0
2000-01-01 09:18:00,85,90,150,25.0
2000-01-01 09:19:00,604,733,721,25.0
2000-01-01 09:20:00,408,774,845,25.0
2000-01-01 09:21:00,885,806,937,25.0
2000-01-01 09:22:00,1658,1480,1706,25.0
2000-01-01 09:23:00,546,767,888,25.0
2000-01-01 09:24:00,815,520,1032,25.0
2000-01-01 09:25:00,521,441,893,25.0
2000-01-01 09:26:00,631,801,1150,25.0
2000-01-01 09:27:00,631,557,1133,25.0
2000-01-01 09:28:00,562,1133,796,25.0
2000-01-01 09:29:00,738,243,915,25.0
2000-01-01 09:30:00,789,620,798,25.0
2000-01-01 09:31:00,524,900,921,25.0
2000-01-01 09:32:00,256,155,274,25.0
2000-01-01 09:33:00,471,605,970,25.0
2000-01-01 09:34:00,710,569,626,25.0
2000-01-01 09:35:00,668,961,1210,25.0
2000-01-01 09:36:00,583,888,1045,25.0
2000-01-01 09:37:00,149,155,226,25.0
2000-01-01 09:38:00,593,970,679,25.0
2000-01-01 09:39:00,58,73,105,25.0
2000-01-01 09:40:00,813,673,743,25.0
2000-01-01 09:41:00,732,699,970,25.0
2000-01-01 09:42:00,685,1125,1071,25.0
2000-01-01 09:43:00,627,561,628,25.0
2000-01-01 09:44:00,155,150,258,25.0
2000-01-01 09:45:00,942,688,731,25.0
2000-01-01 09:46:00,249,422,322,25.0
2000-01-01 09:47:00,839,594,1091,25.0
2000-01-01 09:48:00,993,619,1004,25.0
2000-01-01 09:49:00,81,131,109,25.0
2000-01-01 09:50:00,514,855,846,25.0
2000-01-01 09:51:00,726,793,653,25.0
2000-01-01 09:52:00,911,494,932,25.0
2000-01-01 09:53:00,781,503,680,25.0
2000-01-01 09:54:00,225,94,288,25.0
2000-01-01 09:55:00,224,194,187,25.0
2000-01-01 09:56:00,841,280,1030,25.0
2000-01-01 09:57:00,950,551,921,25.0
2000-01-01 09:58:00,647,729,901,25.0
