------------ Data Table File Created By ActiGraph wGT3XBT ActiLife v6.13.4 Firmware v1.9.2 date format M/d/yyyy Filter Normal -----------
Serial Number: DEMO12345678
Start Time 00:00:00
Start Date 1/1/2000
Epoch Period (hh:mm:ss) 00:01:00
Download Time 12:00:00
Download Date 1/10/2000
Current Memory Address: 0
Current Battery Voltage: 4.18     Mode = 61
--------------------------------------------------
Date,Time,Axis1,Axis2,Axis3,Steps,Lux,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude
1/1/2000,00:57:00,32,13,0,0,0,0,0,0,60,34.57
1/1/2000,00:58:00,49,18,0,0,0,0,0,0,60,51.85
1/1/2000,00:59:00,50,13,2,0,0,0,0,0,60,52.13
1/1/2000,01:00:00,40,8,12,0,0,0,0,0,60,42.48
1/1/2000,01:01:00,34,13,14,0,0,0,0,0,60,38.71
1/1/2000,01:02:00,19,8,6,0,0,0,0,0,60,21.27
1/1/2000,01:03:00,39,11,5,0,0,0,0,0,60,41.40
1/1/2000,01:04:00,58,19,6,0,0,0,0,0,60,61.40
1/1/2000,01:05:00,21,4,13,0,0,0,0,0,60,24.65
1/1/2000,01:06:00,48,18,6,0,0,0,0,0,60,51.77
1/1/2000,01:07:00,31,12,1,0,0,0,0,0,60,32.93
1/1/2000,01:08:00,46,13,6,0,0,0,0,0,60,48.17
1/1/2000,01:09:00,45,16,22,0,0,0,0,0,60,52.77
1/1/2000,01:10:00,38,10,4,0,0,0,0,0,60,39.78
1/1/2000,01:11:00,15,8,5,0,0,0,0,0,60,17.87
1/1/2000,01:12:00,25,11,7,0,0,0,0,0,60,28.32
1/1/2000,01:13:00,35,7,7,0,0,0,0,0,60,36.56
1/1/2000,01:14:00,9,3,4,0,0,0,0,0,60,10.30
1/1/2000,01:15:00,22,7,7,0,0,0,0,0,60,23.95
1/1/2000,01:16:00,18,10,8,0,0,0,0,0,60,21.64
1/1/2000,01:17:00,33,10,13,0,0,0,0,0,60,36.61
1/1/2000,01:18:00,43,11,2,0,0,0,0,0,60,44.20
1/1/2000,01:19:00,25,9,1,0,0,0,0,0,60,27.04
1/1/2000,01:20:00,112,29,0,0,0,0,0,0,60,115.46
1/1/2000,01:21:00,55,19,30,0,0,0,0,0,60,65.37
1/1/2000,01:22:00,42,13,15,0,0,0,0,0,60,46.07
1/1/2000,01:23:00,15,3,1,0,0,0,0,0,60,14.94
1/1/2000,01:24:00,41,23,15,0,0,0,0,0,60,49.59
1/1/2000,01:25:00,21,4,15,0,0,0,0,0,60,26.03
1/1/2000,01:26:00,9,3,4,0,0,0,0,0,60,10.18
1/1/2000,01:27:00,33,14,1,0,0,0,0,0,60,35.86
1/1/2000,01:28:00,61,22,20,0,0,0,0,0,60,67.97
1/1/2000,01:29:00,64,30,10,0,0,0,0,0,60,72.00
1/1/2000,01:30:00,17,7,5,0,0,0,0,0,60,18.82
1/1/2000,01:31:00,23,7,2,0,0,0,0,0,60,24.26
1/1/2000,01:32:00,13,6,6,0,0,0,0,0,60,15.08
1/1/2000,01:33:00,17,5,5,0,0,0,0,0,60,18.38
1/1/2000,01:34:00,47,17,21,0,0,0,0,0,60,54.34
1/1/2000,01:35:00,49,13,5,0,0,0,0,0,60,50.77
1/1/2000,01:36:00,52,26,13,0,0,0,0,0,60,59.10
1/1/2000,01:37:00,25,9,4,0,0,0,0,0,60,26.65
1/1/2000,01:38:00,25,7,7,0,0,0,0,0,60,27.31
1/1/2000,01:39:00,30,8,1,0,0,0,0,0,60,30.98
1/1/2000,01:40:00,32,11,8,0,0,0,0,0,60,34.40
1/1/2000,01:41:00,22,4,9,0,0,0,0,0,60,24.10
1/1/2000,01:42:00,27,7,5,0,0,0,0,0,60,28.37
1/1/2000,01:43:00,35,9,9,0,0,0,0,0,60,37.48
1/1/2000,01:44:00,34,8,6,0,0,0,0,0,60,35.44
1/1/2000,01:45:00,35,13,12,0,0,0,0,0,60,38.85
1/1/2000,01:46:00,60,13,7,0,0,0,0,0,60,62.06
1/1/2000,01:47:00,23,5,15,0,0,0,0,0,60,28.18
1/1/2000,01:48:00,22,8,2,0,0,0,0,0,60,23.21
1/1/2000,01:49:00,29,6,2,0,0,0,0,0,60,29.72
1/1/2000,01:50:00,19,3,4,0,0,0,0,0,60,19.62
1/1/2000,01:51:00,21,7,5,0,0,0,0,0,60,22.66
1/1/2000,01:52:00,57,12,5,0,0,0,0,0,60,58.39
1/1/2000,01:53:00,29,16,11,0,0,0,0,0,60,34.99
1/1/2000,01:54:00,32,12,12,0,0,0,0,0,60,36.69
1/1/2000,01:55:00,21,3,8,0,0,0,0,0,60,22.73
1/1/2000,01:56:00,21,6,13,0,0,0,0,0,60,25.56
1/1/2000,01:57:00,16,3,3,0,0,0,0,0,60,16.65
1/1/2000,01:58:00,20,4,10,0,0,0,0,0,60,22.95
1/1/2000,01:59:00,47,14,13,0,0,0,0,0,60,50.88
1/1/2000,02:00:00,26,7,6,0,0,0,0,0,60,27.67
1/1/2000,02:01:00,65,10,21,0,0,0,0,0,60,69.28
1/1/2000,02:02:00,18,3,6,0,0,0,0,0,60,19.47
1/1/2000,02:03:00,109,20,20,0,0,0,0,0,60,112.22
1/1/2000,02:04:00,41,10,1,0,0,0,0,0,60,42.08
1/1/2000,02:05:00,26,6,16,0,0,0,0,0,60,30.96
1/1/2000,02:06:00,27,11,6,0,0,0,0,0,60,29.95
1/1/2000,02:07:00,31,11,0,0,0,0,0,0,60,32.73
1/1/2000,02:08:00,33,10,6,0,0,0,0,0,60,35.15
1/1/2000,02:09:00,26,8,14,0,0,0,0,0,60,30.52
1/1/2000,02:10:00,261,98,19,0,0,0,0,0,60,279.54
1/1/2000,02:11:00,153,25,25,0,0,0,0,0,60,156.67
1/1/2000,02:12:00,19,6,5,0,0,0,0,0,60,20.58
1/1/2000,02:13:00,33,12,3,0,0,0,0,0,60,35.05
1/1/2000,02:14:00,14,7,7,0,0,0,0,0,60,17.58
1/1/2000,02:15:00,69,17,5,0,0,0,0,0,60,70.85
1/1/2000,02:16:00,30,14,5,0,0,0,0,0,60,33.63
1/1/2000,02:17:00,23,6,8,0,0,0,0,0,60,24.85
1/1/2000,02:18:00,32,10,0,0,0,0,0,0,60,33.28
1/1/2000,02:19:00,31,17,10,0,0,0,0,0,60,36.25
1/1/2000,02:20:00,23,12,8,0,0,0,0,0,60,27.41
1/1/2000,02:21:00,17,5,10,0,0,0,0,0,60,19.94
1/1/2000,02:22:00,45,18,2,0,0,0,0,0,60,48.90
1/1/2000,02:23:00,28,12,9,0,0,0,0,0,60,31.73
1/1/2000,02:24:00,32,10,0,0,0,0,0,0,60,34.00
1/1/2000,02:25:00,35,6,18,0,0,0,0,0,60,39.71
1/1/2000,02:26:00,27,6,10,0,0,0,0,0,60,29.81
1/1/2000,02:27:00,23,9,9,0,0,0,0,0,60,25.98
1/1/2000,02:28:00,26,6,7,0,0,0,0,0,60,27.15
1/1/2000,02:29:00,46,12,2,0,0,0,0,0,60,47.93
1/1/2000,02:30:00,28,11,0,0,0,0,0,0,60,29.69
1/1/2000,02:31:00,52,18,0,0,0,0,0,0,60,54.64
1/1/2000,02:32:00,18,8,5,0,0,0,0,0,60,20.62
1/1/2000,02:33:00,34,14,0,0,0,0,0,0,60,36.58
1/1/2000,02:34:00,37,9,19,0,0,0,0,0,60,42.52
1/1/2000,02:35:00,17,3,4,0,0,0,0,0,60,17.35
1/1/2000,02:36:00,193,28,41,0,0,0,0,0,60,198.93
1/1/2000,02:37:00,27,8,10,0,0,0,0,0,60,29.55
1/1/2000,02:38:00,11,4,3,0,0,0,0,0,60,11.93
1/1/2000,02:39:00,32,12,0,0,0,0,0,0,60,34.23
1/1/2000,02:40:00,10,2,4,0,0,0,0,0,60,10.86
1/1/2000,02:41:00,45,11,8,0,0,0,0,0,60,46.76
1/1/2000,02:42:00,55,14,20,0,0,0,0,0,60,60.13
1/1/2000,02:43:00,19,6,8,0,0,0,0,0,60,21.04
1/1/2000,02:44:00,38,13,8,0,0,0,0,0,60,40.73
1/1/2000,02:45:00,56,18,6,0,0,0,0,0,60,59.69
1/1/2000,02:46:00,24,5,16,0,0,0,0,0,60,29.84
1/1/2000,02:47:00,21,6,7,0,0,0,0,0,60,23.30
1/1/2000,02:48:00,41,12,0,0,0,0,0,0,60,42.96
1/1/2000,02:49:00,55,23,17,0,0,0,0,0,60,62.07
1/1/2000,02:50:00,21,10,3,0,0,0,0,0,60,23.50
1/1/2000,02:51:00,10,3,6,0,0,0,0,0,60,11.70
1/1/2000,02:52:00,45,19,1,0,0,0,0,0,60,48.89
1/1/2000,02:53:00,22,4,4,0,0,0,0,0,60,23.12
1/1/2000,02:54:00,64,13,9,0,0,0,0,0,60,66.03
1/1/2000,02:55:00,76,39,16,0,0,0,0,0,60,86.48
1/1/2000,02:56:00,35,11,18,0,0,0,0,0,60,40.68
1/1/2000,02:57:00,175,34,70,0,0,0,0,0,60,191.18
1/1/2000,02:58:00,19,5,4,0,0,0,0,0,60,20.01
1/1/2000,02:59:00,23,7,0,0,0,0,0,0,60,23.68
1/1/2000,03:00:00,228,77,0,0,0,0,0,0,60,240.50
1/1/2000,03:01:00,30,13,4,0,0,0,0,0,60,32.82
1/1/2000,03:02:00,29,9,4,0,0,0,0,0,60,31.17
1/1/2000,03:03:00,38,13,14,0,0,0,0,0,60,42.24
1/1/2000,03:04:00,27,11,1,0,0,0,0,0,60,29.23
1/1/2000,03:05:00,51,12,3,0,0,0,0,0,60,52.28
1/1/2000,03:06:00,44,12,18,0,0,0,0,0,60,49.42
1/1/2000,03:07:00,34,12,19,0,0,0,0,0,60,40.76
1/1/2000,03:08:00,35,19,13,0,0,0,0,0,60,41.58
1/1/2000,03:09:00,44,17,0,0,0,0,0,0,60,46.75
1/1/2000,03:10:00,15,4,6,0,0,0,0,0,60,16.77
1/1/2000,03:11:00,18,7,2,0,0,0,0,0,60,19.47
1/1/2000,03:12:00,23,6,11,0,0,0,0,0,60,25.72
1/1/2000,03:13:00,30,10,3,0,0,0,0,0,60,32.40
1/1/2000,03:14:00,39,6,10,0,0,0,0,0,60,41.15
1/1/2000,03:15:00,15,3,6,0,0,0,0,0,60,16.65
1/1/2000,03:16:00,17,7,0,0,0,0,0,0,60,18.12
1/1/2000,03:17:00,17,3,6,0,0,0,0,0,60,18.19
1/1/2000,03:18:00,28,11,2,0,0,0,0,0,60,29.91
1/1/2000,03:19:00,29,7,11,0,0,0,0,0,60,31.68
1/1/2000,03:20:00,36,11,4,0,0,0,0,0,60,37.56
1/1/2000,03:21:00,41,6,5,0,0,0,0,0,60,41.60
1/1/2000,03:22:00,62,23,30,0,0,0,0,0,60,72.57
1/1/2000,03:23:00,27,10,10,0,0,0,0,0,60,30.44
1/1/2000,03:24:00,44,11,5,0,0,0,0,0,60,45.53
1/1/2000,03:25:00,30,9,9,0,0,0,0,0,60,32.99
1/1/2000,03:26:00,46,8,4,0,0,0,0,0,60,46.53
1/1/2000,03:27:00,56,17,19,0,0,0,0,0,60,61.54
1/1/2000,03:28:00,16,8,6,0,0,0,0,0,60,18.68
1/1/2000,03:29:00,33,14,16,0,0,0,0,0,60,39.27
1/1/2000,03:30:00,31,15,5,0,0,0,0,0,60,34.95
1/1/2000,03:31:00,33,8,16,0,0,0,0,0,60,37.35
1/1/2000,03:32:00,40,14,5,0,0,0,0,0,60,42.89
1/1/2000,03:33:00,66,32,12,0,0,0,0,0,60,74.12
1/1/2000,03:34:00,27,10,2,0,0,0,0,0,60,29.00
1/1/2000,03:35:00,35,6,14,0,0,0,0,0,60,38.58
1/1/2000,03:36:00,35,5,4,0,0,0,0,0,60,35.23
1/1/2000,03:37:00,44,14,0,0,0,0,0,0,60,46.13
1/1/2000,03:38:00,35,16,3,0,0,0,0,0,60,38.16
1/1/2000,03:39:00,33,5,4,0,0,0,0,0,60,33.33
1/1/2000,03:40:00,45,11,0,0,0,0,0,0,60,46.03
1/1/2000,03:41:00,35,14,7,0,0,0,0,0,60,38.56
1/1/2000,03:42:00,34,10,13,0,0,0,0,0,60,38.22
1/1/2000,03:43:00,40,16,0,0,0,0,0,0,60,43.43
1/1/2000,03:44:00,38,15,1,0,0,0,0,0,60,41.24
1/1/2000,03:45:00,18,8,7,0,0,0,0,0,60,20.99
1/1/2000,03:46:00,15,3,7,0,0,0,0,0,60,16.78
1/1/2000,03:47:00,40,8,2,0,0,0,0,0,60,40.48
1/1/2000,03:48:00,35,10,19,0,0,0,0,0,60,40.83
1/1/2000,03:49:00,56,16,6,0,0,0,0,0,60,57.98
1/1/2000,03:50:00,89,17,25,0,0,0,0,0,60,94.05
1/1/2000,03:51:00,18,6,0,0,0,0,0,0,60,18.82
1/1/2000,03:52:00,23,7,0,0,0,0,0,0,60,24.22
1/1/2000,03:53:00,68,35,16,0,0,0,0,0,60,77.51
1/1/2000,03:54:00,16,6,3,0,0,0,0,0,60,17.15
1/1/2000,03:55:00,41,11,24,0,0,0,0,0,60,48.77
1/1/2000,03:56:00,59,16,17,0,0,0,0,0,60,63.42
1/1/2000,03:57:00,28,10,13,0,0,0,0,0,60,32.25
1/1/2000,03:58:00,41,14,0,0,0,0,0,0,60,43.28
1/1/2000,03:59:00,28,5,12,0,0,0,0,0,60,30.72
1/1/2000,04:00:00,27,6,4,0,0,0,0,0,60,27.60
1/1/2000,04:01:00,65,17,7,0,0,0,0,0,60,67.77
1/1/2000,04:02:00,262,74,0,0,0,0,0,0,60,272.63
1/1/2000,04:03:00,21,6,12,0,0,0,0,0,60,24.86
1/1/2000,04:04:00,49,13,3,0,0,0,0,0,60,51.06
1/1/2000,04:05:00,38,9,7,0,0,0,0,0,60,39.96
1/1/2000,04:06:00,35,9,9,0,0,0,0,0,60,37.33
1/1/2000,04:07:00,68,11,25,0,0,0,0,0,60,73.19
1/1/2000,04:08:00,27,5,12,0,0,0,0,0,60,29.68
1/1/2000,04:09:00,19,7,2,0,0,0,0,0,60,20.76
1/1/2000,04:10:00,23,9,1,0,0,0,0,0,60,24.50
1/1/2000,04:11:00,35,14,0,0,0,0,0,0,60,37.81
1/1/2000,04:12:00,31,8,2,0,0,0,0,0,60,31.71
1/1/2000,04:13:00,189,42,40,0,0,0,0,0,60,197.96
1/1/2000,04:14:00,47,22,6,0,0,0,0,0,60,51.76
1/1/2000,04:15:00,26,11,6,0,0,0,0,0,60,29.21
1/1/2000,04:16:00,26,12,3,0,0,0,0,0,60,29.04
1/1/2000,04:17:00,21,6,9,0,0,0,0,0,60,23.83
1/1/2000,04:18:00,27,8,8,0,0,0,0,0,60,29.72
1/1/2000,04:19:00,43,6,9,0,0,0,0,0,60,44.19
1/1/2000,04:20:00,45,8,9,0,0,0,0,0,60,46.40
1/1/2000,04:21:00,36,14,13,0,0,0,0,0,60,40.84
1/1/2000,04:22:00,25,6,16,0,0,0,0,0,60,30.27
1/1/2000,04:23:00,34,5,5,0,0,0,0,0,60,34.77
1/1/2000,04:24:00,17,8,6,0,0,0,0,0,60,19.48
1/1/2000,04:25:00,43,18,0,0,0,0,0,0,60,46.55
1/1/2000,04:26:00,21,9,8,0,0,0,0,0,60,24.67
1/1/2000,04:27:00,45,12,19,0,0,0,0,0,60,50.41
1/1/2000,04:28:00,12,4,6,0,0,0,0,0,60,13.45
1/1/2000,04:29:00,40,14,12,0,0,0,0,0,60,44.32
1/1/2000,04:30:00,9,1,1,0,0,0,0,0,60,9.54
1/1/2000,04:31:00,24,7,7,0,0,0,0,0,60,26.01
1/1/2000,04:32:00,28,10,15,0,0,0,0,0,60,33.30
1/1/2000,04:33:00,34,11,6,0,0,0,0,0,60,36.01
1/1/2000,04:34:00,48,17,0,0,0,0,0,0,60,50.52
1/1/2000,04:35:00,40,7,4,0,0,0,0,0,60,40.63
1/1/2000,04:36:00,52,14,33,0,0,0,0,0,60,63.27
1/1/2000,04:37:00,54,9,16,0,0,0,0,0,60,57.35
1/1/2000,04:38:00,36,14,14,0,0,0,0,0,60,41.01
1/1/2000,04:39:00,40,21,17,0,0,0,0,0,60,48.37
1/1/2000,04:40:00,44,15,7,0,0,0,0,0,60,46.93
1/1/2000,04:41:00,31,14,9,0,0,0,0,0,60,35.77
1/1/2000,04:42:00,24,8,12,0,0,0,0,0,60,28.07
1/1/2000,04:43:00,36,8,4,0,0,0,0,0,60,37.48
1/1/2000,04:44:00,63,18,6,0,0,0,0,0,60,65.70
1/1/2000,04:45:00,22,4,8,0,0,0,0,0,60,23.53
1/1/2000,04:46:00,61,21,0,0,0,0,0,0,60,64.53
1/1/2000,04:47:00,24,11,3,0,0,0,0,0,60,26.75
1/1/2000,04:48:00,32,7,11,0,0,0,0,0,60,34.35
1/1/2000,04:49:00,36,14,3,0,0,0,0,0,60,39.05
1/1/2000,04:50:00,175,52,75,0,0,0,0,0,60,197.04
1/1/2000,04:51:00,31,8,7,0,0,0,0,0,60,32.88
1/1/2000,04:52:00,26,10,3,0,0,0,0,0,60,27.91
1/1/2000,04:53:00,33,11,19,0,0,0,0,0,60,39.84
1/1/2000,04:54:00,28,5,12,0,0,0,0,0,60,30.55
1/1/2000,04:55:00,61,10,8,0,0,0,0,0,60,62.55
1/1/2000,04:56:00,55,21,4,0,0,0,0,0,60,58.73
1/1/2000,04:57:00,37,12,8,0,0,0,0,0,60,39.99
1/1/2000,04:58:00,26,9,14,0,0,0,0,0,60,30.96
1/1/2000,04:59:00,61,24,20,0,0,0,0,0,60,68.25
1/1/2000,05:00:00,36,9,4,0,0,0,0,0,60,36.81
1/1/2000,05:01:00,49,9,10,0,0,0,0,0,60,50.51
1/1/2000,05:02:00,26,9,11,0,0,0,0,0,60,29.78
1/1/2000,05:03:00,42,14,2,0,0,0,0,0,60,44.31
1/1/2000,05:04:00,33,9,9,0,0,0,0,0,60,35.66
1/1/2000,05:05:00,62,22,9,0,0,0,0,0,60,66.27
1/1/2000,05:06:00,68,23,26,0,0,0,0,0,60,76.03
1/1/2000,05:07:00,62,24,0,0,0,0,0,0,60,66.73
1/1/2000,05:08:00,64,19,15,0,0,0,0,0,60,68.22
1/1/2000,05:09:00,58,21,20,0,0,0,0,0,60,64.65
1/1/2000,05:10:00,41,17,10,0,0,0,0,0,60,45.46
1/1/2000,05:11:00,37,13,13,0,0,0,0,0,60,41.12
1/1/2000,05:12:00,24,5,13,0,0,0,0,0,60,27.47
1/1/2000,05:13:00,39,12,22,0,0,0,0,0,60,46.53
1/1/2000,05:14:00,37,14,0,0,0,0,0,0,60,39.54
1/1/2000,05:15:00,16,6,3,0,0,0,0,0,60,16.81
1/1/2000,05:16:00,34,17,15,0,0,0,0,0,60,40.39
1/1/2000,05:17:00,44,6,8,0,0,0,0,0,60,44.84
1/1/2000,05:18:00,66,9,10,0,0,0,0,0,60,67.77
1/1/2000,05:19:00,12,2,6,0,0,0,0,0,60,13.36
1/1/2000,05:20:00,21,7,7,0,0,0,0,0,60,22.84
1/1/2000,05:21:00,34,12,16,0,0,0,0,0,60,39.31
1/1/2000,05:22:00,15,5,1,0,0,0,0,0,60,15.78
1/1/2000,05:23:00,24,9,9,0,0,0,0,0,60,26.98
1/1/2000,05:24:00,36,11,13,0,0,0,0,0,60,39.36
1/1/2000,05:25:00,167,52,53,0,0,0,0,0,60,183.05
1/1/2000,05:26:00,26,6,7,0,0,0,0,0,60,27.53
1/1/2000,05:27:00,28,6,10,0,0,0,0,0,60,30.22
1/1/2000,05:28:00,45,11,18,0,0,0,0,0,60,49.61
1/1/2000,05:29:00,76,17,3,0,0,0,0,0,60,77.78
1/1/2000,05:30:00,95,31,5,0,0,0,0,0,60,99.77
1/1/2000,05:31:00,46,12,12,0,0,0,0,0,60,48.86
1/1/2000,05:32:00,24,6,2,0,0,0,0,0,60,24.34
1/1/2000,05:33:00,61,15,3,0,0,0,0,0,60,63.41
1/1/2000,05:34:00,30,7,6,0,0,0,0,0,60,31.78
1/1/2000,05:35:00,19,3,7,0,0,0,0,0,60,20.54
1/1/2000,05:36:00,26,11,11,0,0,0,0,0,60,30.64
1/1/2000,05:37:00,17,4,1,0,0,0,0,0,60,17.01
1/1/2000,05:38:00,37,21,11,0,0,0,0,0,60,43.65
1/1/2000,05:39:00,34,11,0,0,0,0,0,0,60,36.16
1/1/2000,05:40:00,60,17,19,0,0,0,0,0,60,65.56
1/1/2000,05:41:00,19,10,6,0,0,0,0,0,60,22.24
1/1/2000,05:42:00,52,10,6,0,0,0,0,0,60,53.35
1/1/2000,05:43:00,16,6,1,0,0,0,0,0,60,17.20
1/1/2000,05:44:00,33,6,6,0,0,0,0,0,60,34.32
1/1/2000,05:45:00,75,27,0,0,0,0,0,0,60,80.14
1/1/2000,05:46:00,31,11,3,0,0,0,0,0,60,33.21
1/1/2000,05:47:00,12,4,8,0,0,0,0,0,60,14.90
1/1/2000,05:48:00,42,11,6,0,0,0,0,0,60,43.87
1/1/2000,05:49:00,24,6,12,0,0,0,0,0,60,27.32
1/1/2000,05:50:00,35,12,20,0,0,0,0,0,60,42.52
1/1/2000,05:51:00,25,7,11,0,0,0,0,0,60,28.64
1/1/2000,05:52:00,19,8,2,0,0,0,0,0,60,20.39
1/1/2000,05:53:00,15,3,11,0,0,0,0,0,60,18.95
1/1/2000,05:54:00,49,12,25,0,0,0,0,0,60,56.16
1/1/2000,05:55:00,43,11,23,0,0,0,0,0,60,50.14
1/1/2000,05:56:00,78,24,0,0,0,0,0,0,60,81.77
1/1/2000,05:57:00,38,10,16,0,0,0,0,0,60,42.59
1/1/2000,05:58:00,28,13,5,0,0,0,0,0,60,31.58
1/1/2000,05:59:00,32,7,5,0,0,0,0,0,60,33.23
1/1/2000,06:00:00,174,73,98,0,0,0,0,0,60,212.36
1/1/2000,06:01:00,35,9,18,0,0,0,0,0,60,40.45
1/1/2000,06:02:00,42,9,3,0,0,0,0,0,60,42.94
1/1/2000,06:03:00,53,14,6,0,0,0,0,0,60,54.92
1/1/2000,06:04:00,43,9,13,0,0,0,0,0,60,46.02
1/1/2000,06:05:00,53,27,22,0,0,0,0,0,60,63.16
1/1/2000,06:06:00,13,3,8,0,0,0,0,0,60,15.63
1/1/2000,06:07:00,38,14,0,0,0,0,0,0,60,40.08
1/1/2000,06:08:00,92,27,10,0,0,0,0,0,60,96.05
1/1/2000,06:09:00,23,11,3,0,0,0,0,0,60,25.42
1/1/2000,06:10:00,29,9,13,0,0,0,0,0,60,33.37
1/1/2000,06:11:00,40,9,14,0,0,0,0,0,60,43.59
1/1/2000,06:12:00,32,18,11,0,0,0,0,0,60,38.68
1/1/2000,06:13:00,34,11,11,0,0,0,0,0,60,37.62
1/1/2000,06:14:00,53,16,1,0,0,0,0,0,60,55.27
1/1/2000,06:15:00,53,16,6,0,0,0,0,0,60,55.48
1/1/2000,06:16:00,42,8,10,0,0,0,0,0,60,44.07
1/1/2000,06:17:00,29,11,0,0,0,0,0,0,60,31.06
1/1/2000,06:18:00,27,8,0,0,0,0,0,0,60,28.18
1/1/2000,06:19:00,39,12,1,0,0,0,0,0,60,40.67
1/1/2000,06:20:00,23,10,11,0,0,0,0,0,60,27.46
1/1/2000,06:21:00,37,14,11,0,0,0,0,0,60,40.79
1/1/2000,06:22:00,49,13,12,0,0,0,0,0,60,51.66
1/1/2000,06:23:00,21,5,3,0,0,0,0,0,60,21.64
