File Name:,DEMO_Actiwatch
Actiwatch Model:,Actiwatch 2
Serial Number:,DEMO_AW_001
Start Date:,1/1/2000
Start Time:,00:00:00
Subject Name:,DEMO-001

Date,Time,Activity,Marker,White Light,Sleep/Wake
1/1/2000,06:21:00,40.79,0,0,
1/1/2000,06:22:00,51.66,0,0,
1/1/2000,06:23:00,21.64,0,0,
1/1/2000,06:24:00,27.71,0,0,
1/1/2000,06:25:00,20.72,0,0,
1/1/2000,06:26:00,26.48,0,0,
1/1/2000,06:27:00,34.07,0,0,
1/1/2000,06:28:00,43.22,0,0,
1/1/2000,06:29:00,85.80,0,0,
1/1/2000,06:30:00,34.50,0,0,
1/1/2000,06:31:00,24.18,0,0,
1/1/2000,06:32:00,47.72,0,0,
1/1/2000,06:33:00,18.68,0,0,
1/1/2000,06:34:00,33.97,0,0,
1/1/2000,06:35:00,23.96,0,0,
1/1/2000,06:36:00,33.59,0,0,
1/1/2000,06:37:00,51.79,0,0,
1/1/2000,06:38:00,47.53,0,0,
1/1/2000,06:39:00,58.17,0,0,
1/1/2000,06:40:00,38.22,0,0,
1/1/2000,06:41:00,32.90,0,0,
1/1/2000,06:42:00,47.92,0,0,
1/1/2000,06:43:00,56.18,0,0,
1/1/2000,06:44:00,41.31,0,0,
1/1/2000,06:45:00,17.38,0,0,
1/1/2000,06:46:00,48.78,0,0,
1/1/2000,06:47:00,29.45,0,0,
1/1/2000,06:48:00,30.69,0,0,
1/1/2000,06:49:00,49.64,0,0,
1/1/2000,06:50:00,30.61,0,0,
1/1/2000,06:51:00,23.24,0,0,
1/1/2000,06:52:00,47.80,0,0,
1/1/2000,06:53:00,27.81,0,0,
1/1/2000,06:54:00,25.57,0,0,
1/1/2000,06:55:00,20.89,0,0,
1/1/2000,06:56:00,32.75,0,0,
1/1/2000,06:57:00,26.85,0,0,
1/1/2000,06:58:00,20.53,0,0,
1/1/2000,06:59:00,40.37,0,0,
1/1/2000,07:00:00,368.74,0,1096,
1/1/2000,07:01:00,420.75,0,1236,
1/1/2000,07:02:00,419.04,0,119,
1/1/2000,07:03:00,421.85,0,1437,
1/1/2000,07:04:00,346.84,0,163,
1/1/2000,07:05:00,416.79,0,691,
1/1/2000,07:06:00,441.27,0,333,
1/1/2000,07:07:00,482.76,0,1649,
1/1/2000,07:08:00,482.67,0,1638,
1/1/2000,07:09:00,452.24,0,1865,
1/1/2000,07:10:00,448.61,0,1304,
1/1/2000,07:11:00,397.73,0,1361,
1/1/2000,07:12:00,78.10,0,762,
1/1/2000,07:13:00,487.77,0,1153,
1/1/2000,07:14:00,1747.18,0,667,
1/1/2000,07:15:00,494.84,0,1659,
1/1/2000,07:16:00,444.34,0,1385,
1/1/2000,07:17:00,425.97,0,669,
1/1/2000,07:18:00,504.57,0,1291,
1/1/2000,07:19:00,568.73,0,833,
1/1/2000,07:20:00,500.12,0,1789,
1/1/2000,07:21:00,510.26,0,1093,
1/1/2000,07:22:00,560.88,0,1382,
1/1/2000,07:23:00,537.94,0,976,
1/1/2000,07:24:00,456.75,0,425,
1/1/2000,07:25:00,1330.37,0,1428,
1/1/2000,07:26:00,552.50,0,1541,
1/1/2000,07:27:00,1779.64,0,116,
1/1/2000,07:28:00,595.12,0,370,
1/1/2000,07:29:00,1713.54,0,712,
1/1/2000,07:30:00,184.18,0,117,
1/1/2000,07:31:00,645.20,0,1632,
1/1/2000,07:32:00,627.56,0,1641,
1/1/2000,07:33:00,626.21,0,1720,
1/1/2000,07:34:00,1983.73,0,1695,
1/1/2000,07:35:00,602.22,0,486,
1/1/2000,07:36:00,594.44,0,590,
1/1/2000,07:37:00,597.55,0,839,
1/1/2000,07:38:00,169.33,0,1498,
1/1/2000,07:39:00,146.70,0,1989,
1/1/2000,07:40:00,1948.96,0,1537,
1/1/2000,07:41:00,575.51,0,271,
1/1/2000,07:42:00,622.23,0,1399,
1/1/2000,07:43:00,738.35,0,995,
1/1/2000,07:44:00,234.10,0,733,
1/1/2000,07:45:00,79.36,0,810,
1/1/2000,07:46:00,608.03,0,359,
1/1/2000,07:47:00,191.88,0,1172,
1/1/2000,07:48:00,309.86,0,1260,
1/1/2000,07:49:00,648.50,0,1480,
1/1/2000,07:50:00,190.76,0,884,
1/1/2000,07:51:00,704.24,0,1744,
1/1/2000,07:52:00,831.80,0,655,
1/1/2000,07:53:00,668.88,0,207,
1/1/2000,07:54:00,802.64,0,678,
1/1/2000,07:55:00,875.72,0,855,
1/1/2000,07:56:00,791.50,0,1110,
1/1/2000,07:57:00,883.99,0,1730,
1/1/2000,07:58:00,780.45,0,1896,
1/1/2000,07:59:00,1745.62,0,520,
1/1/2000,08:00:00,931.99,0,391,
1/1/2000,08:01:00,800.88,0,862,
1/1/2000,08:02:00,782.05,0,1405,
1/1/2000,08:03:00,872.61,0,634,
1/1/2000,08:04:00,802.70,0,768,
1/1/2000,08:05:00,2250.66,0,418,
1/1/2000,08:06:00,161.31,0,1048,
1/1/2000,08:07:00,123.99,0,1527,
1/1/2000,08:08:00,206.74,0,200,
1/1/2000,08:09:00,879.42,0,928,
1/1/2000,08:10:00,117.53,0,226,
1/1/2000,08:11:00,791.55,0,862,
1/1/2000,08:12:00,1406.58,0,232,
1/1/2000,08:13:00,262.81,0,1044,
1/1/2000,08:14:00,2481.37,0,973,
1/1/2000,08:15:00,880.37,0,1909,
1/1/2000,08:16:00,1020.41,0,1081,
1/1/2000,08:17:00,2263.73,0,1391,
1/1/2000,08:18:00,1000.54,0,1560,
1/1/2000,08:19:00,876.82,0,468,
1/1/2000,08:20:00,2151.09,0,1066,
1/1/2000,08:21:00,1055.20,0,305,
1/1/2000,08:22:00,1009.72,0,549,
1/1/2000,08:23:00,1066.72,0,1831,
1/1/2000,08:24:00,1016.17,0,1540,
1/1/2000,08:25:00,1067.25,0,485,
1/1/2000,08:26:00,1138.07,0,215,
1/1/2000,08:27:00,878.57,0,1979,
1/1/2000,08:28:00,929.01,0,221,
1/1/2000,08:29:00,1607.93,0,248,
1/1/2000,08:30:00,930.84,0,718,
1/1/2000,08:31:00,924.64,0,749,
1/1/2000,08:32:00,1364.10,0,1711,
1/1/2000,08:33:00,975.74,0,463,
1/1/2000,08:34:00,1237.09,0,1678,
1/1/2000,08:35:00,1144.98,0,1258,
1/1/2000,08:36:00,1092.69,0,810,
1/1/2000,08:37:00,286.55,0,1014,
1/1/2000,08:38:00,2450.91,0,198,
1/1/2000,08:39:00,1367.92,0,1109,
1/1/2000,08:40:00,1210.93,0,1652,
1/1/2000,08:41:00,1029.96,0,703,
1/1/2000,08:42:00,1244.37,0,253,
1/1/2000,08:43:00,1121.16,0,1356,
1/1/2000,08:44:00,1272.09,0,209,
1/1/2000,08:45:00,1011.57,0,1578,
1/1/2000,08:46:00,1265.92,0,1225,
1/1/2000,08:47:00,1074.17,0,703,
1/1/2000,08:48:00,180.16,0,1069,
1/1/2000,08:49:00,1004.87,0,1453,
1/1/2000,08:50:00,1156.08,0,191,
1/1/2000,08:51:00,1339.90,0,226,
1/1/2000,08:52:00,2882.89,0,1649,
1/1/2000,08:53:00,1045.08,0,1875,
1/1/2000,08:54:00,1104.81,0,908,
1/1/2000,08:55:00,1390.12,0,1370,
1/1/2000,08:56:00,1102.56,0,442,
1/1/2000,08:57:00,1483.65,0,1784,
1/1/2000,08:58:00,1163.75,0,1972,
1/1/2000,08:59:00,1267.95,0,1978,
1/1/2000,09:00:00,1172.80,0,959,
1/1/2000,09:01:00,1328.95,0,316,
1/1/2000,09:02:00,199.68,0,941,
1/1/2000,09:03:00,1205.81,0,1366,
1/1/2000,09:04:00,1398.99,0,778,
1/1/2000,09:05:00,1218.06,0,1725,
1/1/2000,09:06:00,1204.66,0,301,
1/1/2000,09:07:00,1358.86,0,1592,
1/1/2000,09:08:00,1245.91,0,1787,
1/1/2000,09:09:00,1119.56,0,234,
1/1/2000,09:10:00,1323.62,0,1900,
1/1/2000,09:11:00,1240.44,0,203,
1/1/2000,09:12:00,1223.30,0,1134,
1/1/2000,09:13:00,1035.38,0,1882,
1/1/2000,09:14:00,1442.04,0,629,
1/1/2000,09:15:00,1258.70,0,538,
1/1/2000,09:16:00,1096.51,0,938,
1/1/2000,09:17:00,1039.07,0,454,
1/1/2000,09:18:00,194.52,0,1552,
1/1/2000,09:19:00,1192.82,0,1486,
1/1/2000,09:20:00,1216.39,0,1456,
1/1/2000,09:21:00,1520.03,0,1086,
1/1/2000,09:22:00,2801.58,0,1927,
1/1/2000,09:23:00,1294.16,0,216,
1/1/2000,09:24:00,1413.72,0,1442,
1/1/2000,09:25:00,1124.59,0,1608,
1/1/2000,09:26:00,1536.72,0,1194,
1/1/2000,09:27:00,1411.50,0,714,
1/1/2000,09:28:00,1494.70,0,629,
1/1/2000,09:29:00,1200.68,0,1942,
1/1/2000,09:30:00,1282.22,0,778,
1/1/2000,09:31:00,1390.58,0,209,
1/1/2000,09:32:00,405.93,0,881,
1/1/2000,09:33:00,1236.74,0,510,
1/1/2000,09:34:00,1104.33,0,469,
1/1/2000,09:35:00,1683.86,0,1399,
1/1/2000,09:36:00,1490.03,0,1708,
1/1/2000,09:37:00,311.63,0,1077,
1/1/2000,09:38:00,1324.49,0,1806,
1/1/2000,09:39:00,140.23,0,1896,
1/1/2000,09:40:00,1290.92,0,710,
1/1/2000,09:41:00,1401.61,0,988,
1/1/2000,09:42:00,1697.45,0,1957,
1/1/2000,09:43:00,1050.12,0,368,
1/1/2000,09:44:00,335.98,0,1411,
1/1/2000,09:45:00,1376.41,0,1455,
1/1/2000,09:46:00,586.19,0,1537,
1/1/2000,09:47:00,1499.13,0,652,
1/1/2000,09:48:00,1542.05,0,1147,
1/1/2000,09:49:00,189.10,0,1171,
1/1/2000,09:50:00,1307.43,0,1222,
1/1/2000,09:51:00,1257.96,0,1957,
1/1/2000,09:52:00,1394.10,0,1696,
1/1/2000,09:53:00,1150.58,0,706,
1/1/2000,09:54:00,377.48,0,837,
1/1/2000,09:55:00,350.70,0,1458,
1/1/2000,09:56:00,1359.40,0,649,
1/1/2000,09:57:00,1433.01,0,656,
1/1/2000,09:58:00,1327.38,0,1914,
1/1/2000,09:59:00,400.26,0,1309,
1/1/2000,10:00:00,1304.64,0,1695,
1/1/2000,10:01:00,1418.26,0,1984,
1/1/2000,10:02:00,1431.68,0,1441,
1/1/2000,10:03:00,1299.76,0,1471,
1/1/2000,10:04:00,1605.49,0,986,
1/1/2000,10:05:00,1328.47,0,1243,
1/1/2000,10:06:00,1286.50,0,1135,
1/1/2000,10:07:00,306.30,0,203,
1/1/2000,10:08:00,1164.40,0,261,
1/1/2000,10:09:00,1161.37,0,1118,
1/1/2000,10:10:00,260.35,0,1791,
1/1/2000,10:11:00,1559.45,0,1475,
1/1/2000,10:12:00,1568.36,0,1829,
1/1/2000,10:13:00,1242.43,0,333,
1/1/2000,10:14:00,2658.53,0,1221,
