MotionWatch 8 Data File
Serial Number: DEMO_MW_001
Recording Start: 2000-01-01 00:00:00
Subject: DEMO-001

Date/Time,Activity,Light
2000-01-01 07:42:00,622.23,1399
2000-01-01 07:43:00,738.35,995
2000-01-01 07:44:00,234.10,733
2000-01-01 07:45:00,79.36,810
2000-01-01 07:46:00,608.03,359
2000-01-01 07:47:00,191.88,1172
2000-01-01 07:48:00,309.86,1260
2000-01-01 07:49:00,648.50,1480
2000-01-01 07:50:00,190.76,884
2000-01-01 07:51:00,704.24,1744
2000-01-01 07:52:00,831.80,655
2000-01-01 07:53:00,668.88,207
2000-01-01 07:54:00,802.64,678
2000-01-01 07:55:00,875.72,855
2000-01-01 07:56:00,791.50,1110
2000-01-01 07:57:00,883.99,1730
2000-01-01 07:58:00,780.45,1896
2000-01-01 07:59:00,1745.62,520
2000-01-01 08:00:00,931.99,391
2000-01-01 08:01:00,800.88,862
2000-01-01 08:02:00,782.05,1405
2000-01-01 08:03:00,872.61,634
2000-01-01 08:04:00,802.70,768
2000-01-01 08:05:00,2250.66,418
2000-01-01 08:06:00,161.31,1048
2000-01-01 08:07:00,123.99,1527
2000-01-01 08:08:00,206.74,200
2000-01-01 08:09:00,879.42,928
2000-01-01 08:10:00,117.53,226
2000-01-01 08:11:00,791.55,862
2000-01-01 08:12:00,1406.58,232
2000-01-01 08:13:00,262.81,1044
2000-01-01 08:14:00,2481.37,973
2000-01-01 08:15:00,880.37,1909
2000-01-01 08:16:00,1020.41,1081
2000-01-01 08:17:00,2263.73,1391
2000-01-01 08:18:00,1000.54,1560
2000-01-01 08:19:00,876.82,468
2000-01-01 08:20:00,2151.09,1066
2000-01-01 08:21:00,1055.20,305
2000-01-01 08:22:00,1009.72,549
2000-01-01 08:23:00,1066.72,1831
2000-01-01 08:24:00,1016.17,1540
2000-01-01 08:25:00,1067.25,485
2000-01-01 08:26:00,1138.07,215
2000-01-01 08:27:00,878.57,1979
2000-01-01 08:28:00,929.01,221
2000-01-01 08:29:00,1607.93,248
2000-01-01 08:30:00,930.84,718
2000-01-01 08:31:00,924.64,749
2000-01-01 08:32:00,1364.10,1711
2000-01-01 08:33:00,975.74,463
2000-01-01 08:34:00,1237.09,1678
2000-01-01 08:35:00,1144.98,1258
2000-01-01 08:36:00,1092.69,810
2000-01-01 08:37:00,286.55,1014
2000-01-01 08:38:00,2450.91,198
2000-01-01 08:39:00,1367.92,1109
2000-01-01 08:40:00,1210.93,1652
2000-01-01 08:41:00,1029.96,703
2000-01-01 08:42:00,1244.37,253
2000-01-01 08:43:00,1121.16,1356
2000-01-01 08:44:00,1272.09,209
2000-01-01 08:45:00,1011.57,1578
2000-01-01 08:46:00,1265.92,1225
2000-01-01 08:47:00,1074.17,703
2000-01-01 08:48:00,180.16,1069
2000-01-01 08:49:00,1004.87,1453
2000-01-01 08:50:00,1156.08,191
2000-01-01 08:51:00,1339.90,226
2000-01-01 08:52:00,2882.89,1649
2000-01-01 08:53:00,1045.08,1875
2000-01-01 08:54:00,1104.81,908
2000-01-01 08:55:00,1390.12,1370
2000-01-01 08:56:00,1102.56,442
2000-01-01 08:57:00,1483.65,1784
2000-01-01 08:58:00,1163.75,1972
2000-01-01 08:59:00,1267.95,1978
2000-01-01 09:00:00,1172.80,959
2000-01-01 09:01:00,1328.95,316
2000-01-01 09:02:00,199.68,941
2000-01-01 09:03:00,1205.81,1366
2000-01-01 09:04:00,1398.99,778
2000-01-01 09:05:00,1218.06,1725
2000-01-01 09:06:00,1204.66,301
2000-01-01 09:07:00,1358.86,1592
2000-01-01 09:08:00,1245.91,1787
2000-01-01 09:09:00,1119.56,234
2000-01-01 09:10:00,1323.62,1900
2000-01-01 09:11:00,1240.44,203
2000-01-01 09:12:00,1223.30,1134
2000-01-01 09:13:00,1035.38,1882
2000-01-01 09:14:00,1442.04,629
2000-01-01 09:15:00,1258.70,538
2000-01-01 09:16:00,1096.51,938
2000-01-01 09:17:00,1039.07,454
2000-01-01 09:18:00,194.52,1552
2000-01-01 09:19:00,1192.82,1486
2000-01-01 09:20:00,1216.39,1456
2000-01-01 09:21:00,1520.03,1086
2000-01-01 09:22:00,2801.58,1927
2000-01-01 09:23:00,1294.16,216
2000-01-01 09:24:00,1413.72,1442
2000-01-01 09:25:00,1124.59,1608
2000-01-01 09:26:00,1536.72,1194
2000-01-01 09:27:00,1411.50,714
2000-01-01 09:28:00,1494.70,629
2000-01-01 09:29:00,1200.68,1942
2000-01-01 09:30:00,1282.22,778
2000-01-01 09:31:00,1390.58,209
2000-01-01 09:32:00,405.93,881
2000-01-01 09:33:00,1236.74,510
2000-01-01 09:34:00,1104.33,469
2000-01-01 09:35:00,1683.86,1399
2000-01-01 09:36:00,1490.03,1708
2000-01-01 09:37:00,311.63,1077
2000-01-01 09:38:00,1324.49,1806
2000-01-01 09:39:00,140.23,1896
2000-01-01 09:40:00,1290.92,710
2000-01-01 09:41:00,1401.61,988
2000-01-01 09:42:00,1697.45,1957
2000-01-01 09:43:00,1050.12,368
2000-01-01 09:44:00,335.98,1411
2000-01-01 09:45:00,1376.41,1455
2000-01-01 09:46:00,586.19,1537
2000-01-01 09:47:00,1499.13,652
2000-01-01 09:48:00,1542.05,1147
2000-01-01 09:49:00,189.10,1171
2000-01-01 09:50:00,1307.43,1222
2000-01-01 09:51:00,1257.96,1957
2000-01-01 09:52:00,1394.10,1696
2000-01-01 09:53:00,1150.58,706
2000-01-01 09:54:00,377.48,837
2000-01-01 09:55:00,350.70,1458
2000-01-01 09:56:00,1359.40,649
2000-01-01 09:57:00,1433.01,656
2000-01-01 09:58:00,1327.38,1914
2000-01-01 09:59:00,400.26,1309
2000-01-01 10:00:00,1304.64,1695
2000-01-01 10:01:00,1418.26,1984
2000-01-01 10:02:00,1431.68,1441
2000-01-01 10:03:00,1299.76,1471
2000-01-01 10:04:00,1605.49,986
2000-01-01 10:05:00,1328.47,1243
2000-01-01 10:06:00,1286.50,1135
2000-01-01 10:07:00,306.30,203
2000-01-01 10:08:00,1164.40,261
2000-01-01 10:09:00,1161.37,1118
2000-01-01 10:10:00,260.35,1791
2000-01-01 10:11:00,1559.45,1475
2000-01-01 10:12:00,1568.36,1829
2000-01-01 10:13:00,1242.43,333
2000-01-01 10:14:00,2658.53,1221
2000-01-01 10:15:00,1420.26,387
2000-01-01 10:16:00,1524.17,1845
2000-01-01 10:17:00,1229.34,320
2000-01-01 10:18:00,1386.76,1036
2000-01-01 10:19:00,1341.66,1186
2000-01-01 10:20:00,1470.49,1964
2000-01-01 10:21:00,1248.93,893
2000-01-01 10:22:00,1285.54,1518
2000-01-01 10:23:00,1359.10,1027
2000-01-01 10:24:00,1443.30,1221
2000-01-01 10:25:00,1398.58,511
2000-01-01 10:26:00,1439.15,464
2000-01-01 10:27:00,1642.70,821
2000-01-01 10:28:00,1276.50,1193
2000-01-01 10:29:00,1368.81,151
2000-01-01 10:30:00,2774.59,1499
2000-01-01 10:31:00,1447.38,1767
2000-01-01 10:32:00,1695.84,559
2000-01-01 10:33:00,1429.49,1460
2000-01-01 10:34:00,2273.61,210
2000-01-01 10:35:00,2833.13,1966
2000-01-01 10:36:00,1589.71,1612
2000-01-01 10:37:00,1199.32,482
2000-01-01 10:38:00,1307.62,671
2000-01-01 10:39:00,1328.73,417
2000-01-01 10:40:00,2981.31,716
2000-01-01 10:41:00,1322.98,750
2000-01-01 10:42:00,1050.40,926
2000-01-01 10:43:00,2574.68,1641
2000-01-01 10:44:00,1524.22,1429
2000-01-01 10:45:00,1636.51,181
2000-01-01 10:46:00,1543.25,890
2000-01-01 10:47:00,3108.81,1141
2000-01-01 10:48:00,1404.44,442
2000-01-01 10:49:00,1431.06,531
2000-01-01 10:50:00,1285.89,1539
2000-01-01 10:51:00,1205.20,247
2000-01-01 10:52:00,1466.51,1726
2000-01-01 10:53:00,365.70,1023
2000-01-01 10:54:00,2260.66,1366
2000-01-01 10:55:00,2963.48,693
2000-01-01 10:56:00,2363.93,1453
2000-01-01 10:57:00,1573.69,704
2000-01-01 10:58:00,359.20,1593
2000-01-01 10:59:00,1847.58,1272
2000-01-01 11:00:00,1335.85,804
2000-01-01 11:01:00,1360.57,476
2000-01-01 11:02:00,1543.03,1843
2000-01-01 11:03:00,1690.50,249
2000-01-01 11:04:00,2681.79,362
2000-01-01 11:05:00,190.17,1450
2000-01-01 11:06:00,1332.57,747
2000-01-01 11:07:00,1535.03,666
2000-01-01 11:08:00,356.66,834
2000-01-01 11:09:00,1460.52,1792
2000-01-01 11:10:00,1255.12,256
2000-01-01 11:11:00,1420.93,1675
2000-01-01 11:12:00,1126.15,1205
2000-01-01 11:13:00,1221.64,695
2000-01-01 11:14:00,1467.73,121
2000-01-01 11:15:00,1266.19,1013
2000-01-01 11:16:00,1211.64,399
2000-01-01 11:17:00,1436.03,856
2000-01-01 11:18:00,1271.61,894
2000-01-01 11:19:00,2478.12,1167
2000-01-01 11:20:00,1351.48,875
2000-01-01 11:21:00,1379.93,870
2000-01-01 11:22:00,1517.41,1916
2000-01-01 11:23:00,1433.14,257
2000-01-01 11:24:00,1335.40,1453
2000-01-01 11:25:00,1435.92,1080
2000-01-01 11:26:00,1257.43,1313
2000-01-01 11:27:00,1438.44,214
2000-01-01 11:28:00,1680.07,1899
2000-01-01 11:29:00,1739.31,1019
2000-01-01 11:30:00,1314.55,1293
2000-01-01 11:31:00,1341.43,1583
2000-01-01 11:32:00,237.08,1170
2000-01-01 11:33:00,1142.21,297
2000-01-01 11:34:00,1573.53,290
2000-01-01 11:35:00,398.55,1686
2000-01-01 11:36:00,1377.64,1743
2000-01-01 11:37:00,1285.95,1959
2000-01-01 11:38:00,419.90,680
2000-01-01 11:39:00,317.32,1164
2000-01-01 11:40:00,2265.77,1434
2000-01-01 11:41:00,1248.03,1353
2000-01-01 11:42:00,1424.43,858
2000-01-01 11:43:00,1734.61,1685
2000-01-01 11:44:00,1387.52,1532
2000-01-01 11:45:00,253.33,1357
2000-01-01 11:46:00,1408.46,397
2000-01-01 11:47:00,1230.08,859
2000-01-01 11:48:00,1471.50,1557
2000-01-01 11:49:00,365.32,121
